condition,strategy,timeout_ms,run,frame,stall_ms
congested,reset-at-keyframe,1000,6,614,791.0
congested,reset-at-keyframe,1000,7,296,514.0
congested,reset-at-keyframe,1000,7,297,558.0
congested,reset-at-keyframe,1000,7,327,663.0
congested,reset-at-keyframe,1000,7,328,652.0
congested,reset-at-keyframe,1000,7,329,697.0
congested,reset-at-keyframe,1000,7,359,780.0
congested,reset-at-keyframe,1000,7,360,909.0
congested,reset-at-keyframe,1000,7,361,910.0
congested,reset-at-keyframe,1000,7,362,925.0
congested,reset-at-keyframe,1000,7,363,881.0
congested,reset-at-keyframe,1000,7,364,375.0
congested,reset-at-keyframe,1000,7,613,458.0
congested,reset-at-keyframe,1000,7,614,791.0
congested,reset-at-keyframe,1000,8,296,515.0
congested,reset-at-keyframe,1000,8,297,558.0
congested,reset-at-keyframe,1000,8,327,663.0
congested,reset-at-keyframe,1000,8,328,652.0
congested,reset-at-keyframe,1000,8,329,697.0
congested,reset-at-keyframe,1000,8,359,780.0
congested,reset-at-keyframe,1000,8,360,908.0
congested,reset-at-keyframe,1000,8,361,910.0
congested,reset-at-keyframe,1000,8,362,925.0
congested,reset-at-keyframe,1000,8,363,882.0
congested,reset-at-keyframe,1000,8,364,376.0
congested,reset-at-keyframe,1000,8,613,458.0
congested,reset-at-keyframe,1000,8,614,790.0
congested,reset-at-keyframe,1000,9,296,515.0
congested,reset-at-keyframe,1000,9,297,557.0
congested,reset-at-keyframe,1000,9,327,663.0
congested,reset-at-keyframe,1000,9,328,652.0
congested,reset-at-keyframe,1000,9,329,697.0
congested,reset-at-keyframe,1000,9,359,780.0
congested,reset-at-keyframe,1000,9,360,909.0
congested,reset-at-keyframe,1000,9,361,910.0
congested,reset-at-keyframe,1000,9,362,925.0
congested,reset-at-keyframe,1000,9,363,882.0
congested,reset-at-keyframe,1000,9,364,376.0
congested,reset-at-keyframe,1000,9,613,457.0
congested,reset-at-keyframe,1000,9,614,790.0
congested,reset-at-keyframe,1000,10,296,515.0
congested,reset-at-keyframe,1000,10,297,558.0
congested,reset-at-keyframe,1000,10,327,662.0
congested,reset-at-keyframe,1000,10,328,653.0
congested,reset-at-keyframe,1000,10,329,697.0
congested,reset-at-keyframe,1000,10,359,780.0
congested,reset-at-keyframe,1000,10,360,909.0
congested,reset-at-keyframe,1000,10,361,910.0
congested,reset-at-keyframe,1000,10,362,924.0
congested,reset-at-keyframe,1000,10,363,882.0
congested,reset-at-keyframe,1000,10,364,375.0
congested,reset-at-keyframe,1000,10,613,457.0
congested,reset-at-keyframe,1000,10,614,791.0
congested,reset-at-object,100,1,266,452.0
congested,reset-at-object,100,1,267,1035.0
congested,reset-at-object,100,1,268,1106.0
congested,reset-at-object,100,1,269,999.0
congested,reset-at-object,100,1,270,1046.0
congested,reset-at-object,100,1,271,1059.0
congested,reset-at-object,100,1,272,997.0
congested,reset-at-object,100,1,273,999.0
congested,reset-at-object,100,1,274,1024.0
congested,reset-at-object,100,1,275,988.0
congested,reset-at-object,100,1,276,352.0
congested,reset-at-object,100,1,277,945.0
congested,reset-at-object,100,1,466,588.0
congested,reset-at-object,100,1,467,941.0
congested,reset-at-object,100,1,468,975.0
congested,reset-at-object,100,2,266,451.0
congested,reset-at-object,100,2,267,1035.0
congested,reset-at-object,100,2,268,1106.0
congested,reset-at-object,100,2,269,999.0
congested,reset-at-object,100,2,270,1049.0
congested,reset-at-object,100,2,271,1057.0
congested,reset-at-object,100,2,272,997.0
congested,reset-at-object,100,2,273,1000.0
congested,reset-at-object,100,2,274,1022.0
congested,reset-at-object,100,2,275,989.0
congested,reset-at-object,100,2,276,352.0
congested,reset-at-object,100,2,277,944.0
congested,reset-at-object,100,2,466,588.0
congested,reset-at-object,100,2,467,941.0
congested,reset-at-object,100,2,468,976.0
congested,reset-at-object,100,3,266,468.0
congested,reset-at-object,100,3,267,1035.0
congested,reset-at-object,100,3,268,1106.0
congested,reset-at-object,100,3,269,999.0
congested,reset-at-object,100,3,270,1047.0
congested,reset-at-object,100,3,271,1059.0
congested,reset-at-object,100,3,272,996.0
congested,reset-at-object,100,3,273,1000.0
congested,reset-at-object,100,3,274,1022.0
congested,reset-at-object,100,3,275,988.0
congested,reset-at-object,100,3,276,352.0
congested,reset-at-object,100,3,277,944.0
congested,reset-at-object,100,3,337,217.0
congested,reset-at-object,100,3,466,438.0
congested,reset-at-object,100,3,467,940.0
congested,reset-at-object,100,3,468,977.0
congested,reset-at-object,100,4,266,453.0
congested,reset-at-object,100,4,267,1035.0
congested,reset-at-object,100,4,268,1107.0
congested,reset-at-object,100,4,269,999.0
congested,reset-at-object,100,4,270,1047.0
congested,reset-at-object,100,4,271,1059.0
congested,reset-at-object,100,4,272,996.0
congested,reset-at-object,100,4,273,999.0
congested,reset-at-object,100,4,274,1023.0
congested,reset-at-object,100,4,275,988.0
congested,reset-at-object,100,4,276,352.0
congested,reset-at-object,100,4,277,944.0
congested,reset-at-object,100,4,466,588.0
congested,reset-at-object,100,4,467,941.0
congested,reset-at-object,100,4,468,976.0
congested,reset-at-object,100,5,266,452.0
congested,reset-at-object,100,5,267,1036.0
congested,reset-at-object,100,5,268,1106.0
congested,reset-at-object,100,5,269,999.0
congested,reset-at-object,100,5,270,1048.0
congested,reset-at-object,100,5,271,1059.0
congested,reset-at-object,100,5,272,996.0
congested,reset-at-object,100,5,273,999.0
congested,reset-at-object,100,5,274,1023.0
congested,reset-at-object,100,5,275,987.0
congested,reset-at-object,100,5,276,352.0
congested,reset-at-object,100,5,277,944.0
congested,reset-at-object,100,5,466,589.0
congested,reset-at-object,100,5,467,940.0
congested,reset-at-object,100,5,468,976.0
congested,reset-at-object,100,6,266,450.0
congested,reset-at-object,100,6,267,1035.0
congested,reset-at-object,100,6,268,1106.0
congested,reset-at-object,100,6,269,999.0
congested,reset-at-object,100,6,270,1048.0
congested,reset-at-object,100,6,271,1059.0
congested,reset-at-object,100,6,272,997.0
congested,reset-at-object,100,6,273,999.0
congested,reset-at-object,100,6,274,1022.0
congested,reset-at-object,100,6,275,988.0
congested,reset-at-object,100,6,276,352.0
congested,reset-at-object,100,6,277,945.0
congested,reset-at-object,100,6,466,587.0
congested,reset-at-object,100,6,467,940.0
congested,reset-at-object,100,6,468,976.0
congested,reset-at-object,100,7,266,451.0
congested,reset-at-object,100,7,267,1036.0
congested,reset-at-object,100,7,268,1105.0
congested,reset-at-object,100,7,269,999.0
congested,reset-at-object,100,7,270,1048.0
congested,reset-at-object,100,7,271,1058.0
congested,reset-at-object,100,7,272,996.0
congested,reset-at-object,100,7,273,1000.0
congested,reset-at-object,100,7,274,1022.0
congested,reset-at-object,100,7,275,988.0
congested,reset-at-object,100,7,276,352.0
congested,reset-at-object,100,7,277,944.0
congested,reset-at-object,100,7,466,588.0
congested,reset-at-object,100,7,467,940.0
congested,reset-at-object,100,7,468,976.0
congested,reset-at-object,100,8,266,467.0
congested,reset-at-object,100,8,267,1035.0
congested,reset-at-object,100,8,268,1106.0
congested,reset-at-object,100,8,269,1000.0
congested,reset-at-object,100,8,270,1047.0
congested,reset-at-object,100,8,271,1059.0
congested,reset-at-object,100,8,272,997.0
congested,reset-at-object,100,8,273,999.0
congested,reset-at-object,100,8,274,1024.0
congested,reset-at-object,100,8,275,987.0
congested,reset-at-object,100,8,276,352.0
congested,reset-at-object,100,8,277,944.0
congested,reset-at-object,100,8,466,589.0
congested,reset-at-object,100,8,467,940.0
congested,reset-at-object,100,8,468,977.0
congested,reset-at-object,100,9,266,449.0
congested,reset-at-object,100,9,267,1035.0
congested,reset-at-object,100,9,268,1109.0
congested,reset-at-object,100,9,269,998.0
congested,reset-at-object,100,9,270,1046.0
congested,reset-at-object,100,9,271,1059.0
congested,reset-at-object,100,9,272,997.0
congested,reset-at-object,100,9,273,1000.0
congested,reset-at-object,100,9,274,1024.0
congested,reset-at-object,100,9,275,986.0
congested,reset-at-object,100,9,276,352.0
congested,reset-at-object,100,9,277,945.0
congested,reset-at-object,100,9,466,587.0
congested,reset-at-object,100,9,467,940.0
congested,reset-at-object,100,9,468,976.0
congested,reset-at-object,100,10,266,468.0
congested,reset-at-object,100,10,267,1035.0
congested,reset-at-object,100,10,268,1106.0
congested,reset-at-object,100,10,269,999.0
congested,reset-at-object,100,10,270,1047.0
congested,reset-at-object,100,10,271,1059.0
congested,reset-at-object,100,10,272,997.0
congested,reset-at-object,100,10,273,999.0
congested,reset-at-object,100,10,274,1023.0
congested,reset-at-object,100,10,275,988.0
congested,reset-at-object,100,10,276,352.0
congested,reset-at-object,100,10,277,944.0
congested,reset-at-object,100,10,466,590.0
congested,reset-at-object,100,10,467,939.0
congested,reset-at-object,100,10,468,976.0
congested,reset-at-object,200,1,267,418.0
congested,reset-at-object,200,1,268,1035.0
congested,reset-at-object,200,1,297,661.0
congested,reset-at-object,200,1,298,664.0
congested,reset-at-object,200,1,299,710.0
congested,reset-at-object,200,1,300,1056.0
congested,reset-at-object,200,1,301,998.0
congested,reset-at-object,200,1,302,1010.0
congested,reset-at-object,200,1,303,999.0
congested,reset-at-object,200,1,304,1000.0
congested,reset-at-object,200,1,305,352.0
congested,reset-at-object,200,1,524,533.0
congested,reset-at-object,200,1,525,940.0
congested,reset-at-object,200,1,526,976.0
congested,reset-at-object,200,2,267,419.0
congested,reset-at-object,200,2,268,1035.0
congested,reset-at-object,200,2,297,662.0
congested,reset-at-object,200,2,298,665.0
congested,reset-at-object,200,2,299,709.0
congested,reset-at-object,200,2,300,1054.0
congested,reset-at-object,200,2,301,998.0
congested,reset-at-object,200,2,302,1010.0
congested,reset-at-object,200,2,303,999.0
congested,reset-at-object,200,2,304,999.0
congested,reset-at-object,200,2,305,352.0
congested,reset-at-object,200,2,524,533.0
congested,reset-at-object,200,2,525,940.0
congested,reset-at-object,200,2,526,976.0
congested,reset-at-object,200,3,267,418.0
congested,reset-at-object,200,3,268,1036.0
congested,reset-at-object,200,3,297,661.0
congested,reset-at-object,200,3,298,664.0
congested,reset-at-object,200,3,299,709.0
congested,reset-at-object,200,3,300,1056.0
congested,reset-at-object,200,3,301,997.0
congested,reset-at-object,200,3,302,1011.0
congested,reset-at-object,200,3,303,1001.0
congested,reset-at-object,200,3,304,998.0
congested,reset-at-object,200,3,305,352.0
congested,reset-at-object,200,3,524,533.0
congested,reset-at-object,200,3,525,940.0
congested,reset-at-object,200,3,526,975.0
congested,reset-at-object,200,4,267,418.0
congested,reset-at-object,200,4,268,1035.0
congested,reset-at-object,200,4,297,661.0
congested,reset-at-object,200,4,298,663.0
congested,reset-at-object,200,4,299,709.0
congested,reset-at-object,200,4,300,1058.0
congested,reset-at-object,200,4,301,996.0
congested,reset-at-object,200,4,302,1011.0
congested,reset-at-object,200,4,303,999.0
congested,reset-at-object,200,4,304,999.0
congested,reset-at-object,200,4,305,352.0
congested,reset-at-object,200,4,524,549.0
congested,reset-at-object,200,4,525,940.0
congested,reset-at-object,200,4,526,976.0
congested,reset-at-object,200,5,267,419.0
congested,reset-at-object,200,5,268,1035.0
congested,reset-at-object,200,5,297,661.0
congested,reset-at-object,200,5,298,664.0
congested,reset-at-object,200,5,299,709.0
congested,reset-at-object,200,5,300,1056.0
congested,reset-at-object,200,5,301,998.0
congested,reset-at-object,200,5,302,1011.0
congested,reset-at-object,200,5,303,999.0
congested,reset-at-object,200,5,304,1000.0
congested,reset-at-object,200,5,305,352.0
congested,reset-at-object,200,5,524,533.0
congested,reset-at-object,200,5,525,940.0
congested,reset-at-object,200,5,526,977.0
congested,reset-at-object,200,6,267,417.0
congested,reset-at-object,200,6,268,1035.0
congested,reset-at-object,200,6,297,662.0
congested,reset-at-object,200,6,298,664.0
congested,reset-at-object,200,6,299,709.0
congested,reset-at-object,200,6,300,1056.0
congested,reset-at-object,200,6,301,997.0
congested,reset-at-object,200,6,302,1013.0
congested,reset-at-object,200,6,303,998.0
congested,reset-at-object,200,6,304,1000.0
congested,reset-at-object,200,6,305,352.0
congested,reset-at-object,200,6,524,532.0
congested,reset-at-object,200,6,525,940.0
congested,reset-at-object,200,6,526,976.0
congested,reset-at-object,200,7,267,417.0
congested,reset-at-object,200,7,268,1036.0
congested,reset-at-object,200,7,297,661.0
congested,reset-at-object,200,7,298,664.0
congested,reset-at-object,200,7,299,709.0
congested,reset-at-object,200,7,300,1057.0
congested,reset-at-object,200,7,301,997.0
congested,reset-at-object,200,7,302,1012.0
congested,reset-at-object,200,7,303,999.0
congested,reset-at-object,200,7,304,999.0
congested,reset-at-object,200,7,305,352.0
congested,reset-at-object,200,7,524,533.0
congested,reset-at-object,200,7,525,940.0
congested,reset-at-object,200,7,526,976.0
congested,reset-at-object,200,8,267,418.0
congested,reset-at-object,200,8,268,1035.0
congested,reset-at-object,200,8,297,661.0
congested,reset-at-object,200,8,298,664.0
congested,reset-at-object,200,8,299,709.0
congested,reset-at-object,200,8,300,1055.0
congested,reset-at-object,200,8,301,997.0
congested,reset-at-object,200,8,302,1011.0
congested,reset-at-object,200,8,303,1000.0
congested,reset-at-object,200,8,304,999.0
congested,reset-at-object,200,8,305,352.0
congested,reset-at-object,200,8,524,534.0
congested,reset-at-object,200,8,525,939.0
congested,reset-at-object,200,8,526,977.0
congested,reset-at-object,200,9,267,434.0
congested,reset-at-object,200,9,268,1036.0
congested,reset-at-object,200,9,297,661.0
congested,reset-at-object,200,9,298,664.0
congested,reset-at-object,200,9,299,709.0
congested,reset-at-object,200,9,300,1056.0
congested,reset-at-object,200,9,301,997.0
congested,reset-at-object,200,9,302,1011.0
congested,reset-at-object,200,9,303,999.0
congested,reset-at-object,200,9,304,999.0
congested,reset-at-object,200,9,305,352.0
congested,reset-at-object,200,9,524,533.0
congested,reset-at-object,200,9,525,941.0
congested,reset-at-object,200,9,526,976.0
congested,reset-at-object,200,10,267,419.0
congested,reset-at-object,200,10,268,1035.0
congested,reset-at-object,200,10,296,668.0
congested,reset-at-object,200,10,297,652.0
congested,reset-at-object,200,10,298,774.0
congested,reset-at-object,200,10,299,1059.0
congested,reset-at-object,200,10,300,997.0
congested,reset-at-object,200,10,301,999.0
congested,reset-at-object,200,10,302,1024.0
congested,reset-at-object,200,10,303,974.0
congested,reset-at-object,200,10,304,365.0
congested,reset-at-object,200,10,523,532.0
congested,reset-at-object,200,10,524,941.0
congested,reset-at-object,200,10,525,975.0
congested,reset-at-object,500,1,284,436.0
congested,reset-at-object,500,1,285,558.0
congested,reset-at-object,500,1,315,686.0
congested,reset-at-object,500,1,316,654.0
congested,reset-at-object,500,1,317,734.0
congested,reset-at-object,500,1,347,768.0
congested,reset-at-object,500,1,348,897.0
congested,reset-at-object,500,1,349,912.0
congested,reset-at-object,500,1,350,925.0
congested,reset-at-object,500,1,351,918.0
congested,reset-at-object,500,1,352,340.0
congested,reset-at-object,500,1,601,808.0
congested,reset-at-object,500,1,602,767.0
congested,reset-at-object,500,2,284,437.0
congested,reset-at-object,500,2,285,559.0
congested,reset-at-object,500,2,315,687.0
congested,reset-at-object,500,2,316,652.0
congested,reset-at-object,500,2,317,733.0
congested,reset-at-object,500,2,347,768.0
congested,reset-at-object,500,2,348,896.0
congested,reset-at-object,500,2,349,911.0
congested,reset-at-object,500,2,350,925.0
congested,reset-at-object,500,2,351,919.0
congested,reset-at-object,500,2,352,340.0
congested,reset-at-object,500,2,601,809.0
congested,reset-at-object,500,2,602,767.0
congested,reset-at-object,500,3,284,437.0
congested,reset-at-object,500,3,285,558.0
congested,reset-at-object,500,3,315,686.0
congested,reset-at-object,500,3,316,652.0
congested,reset-at-object,500,3,317,734.0
congested,reset-at-object,500,3,347,769.0
congested,reset-at-object,500,3,348,896.0
congested,reset-at-object,500,3,349,911.0
congested,reset-at-object,500,3,350,926.0
congested,reset-at-object,500,3,351,919.0
congested,reset-at-object,500,3,352,339.0
congested,reset-at-object,500,3,601,808.0
congested,reset-at-object,500,3,602,767.0
congested,reset-at-object,500,4,284,438.0
congested,reset-at-object,500,4,285,558.0
congested,reset-at-object,500,4,315,663.0
congested,reset-at-object,500,4,316,653.0
congested,reset-at-object,500,4,317,733.0
congested,reset-at-object,500,4,347,769.0
congested,reset-at-object,500,4,348,897.0
congested,reset-at-object,500,4,349,911.0
congested,reset-at-object,500,4,350,925.0
congested,reset-at-object,500,4,351,918.0
congested,reset-at-object,500,4,352,328.0
congested,reset-at-object,500,4,601,808.0
congested,reset-at-object,500,4,602,767.0
congested,reset-at-object,500,5,284,436.0
congested,reset-at-object,500,5,285,558.0
congested,reset-at-object,500,5,315,686.0
congested,reset-at-object,500,5,316,653.0
congested,reset-at-object,500,5,317,733.0
congested,reset-at-object,500,5,347,769.0
congested,reset-at-object,500,5,348,897.0
congested,reset-at-object,500,5,349,910.0
congested,reset-at-object,500,5,350,925.0
congested,reset-at-object,500,5,351,919.0
congested,reset-at-object,500,5,352,339.0
congested,reset-at-object,500,5,601,808.0
congested,reset-at-object,500,5,602,767.0
congested,reset-at-object,500,6,284,435.0
congested,reset-at-object,500,6,285,558.0
congested,reset-at-object,500,6,315,687.0
congested,reset-at-object,500,6,316,652.0
congested,reset-at-object,500,6,317,733.0
congested,reset-at-object,500,6,347,768.0
congested,reset-at-object,500,6,348,897.0
congested,reset-at-object,500,6,349,910.0
congested,reset-at-object,500,6,350,926.0
congested,reset-at-object,500,6,351,918.0
congested,reset-at-object,500,6,352,339.0
congested,reset-at-object,500,6,601,808.0
congested,reset-at-object,500,6,602,766.0
congested,reset-at-object,500,7,267,417.0
congested,reset-at-object,500,7,297,549.0
congested,reset-at-object,500,7,298,665.0
congested,reset-at-object,500,7,328,660.0
congested,reset-at-object,500,7,329,696.0
congested,reset-at-object,500,7,330,772.0
congested,reset-at-object,500,7,356,590.0
congested,reset-at-object,500,7,357,912.0
congested,reset-at-object,500,7,358,938.0
congested,reset-at-object,500,7,359,906.0
congested,reset-at-object,500,7,360,351.0
congested,reset-at-object,500,7,579,244.0
congested,reset-at-object,500,7,595,110.0
congested,reset-at-object,500,7,608,809.0
congested,reset-at-object,500,7,609,778.0
congested,reset-at-object,500,8,284,438.0
congested,reset-at-object,500,8,285,558.0
congested,reset-at-object,500,8,315,687.0
congested,reset-at-object,500,8,316,652.0
congested,reset-at-object,500,8,317,734.0
congested,reset-at-object,500,8,347,768.0
congested,reset-at-object,500,8,348,885.0
congested,reset-at-object,500,8,349,923.0
congested,reset-at-object,500,8,350,925.0
congested,reset-at-object,500,8,351,919.0
congested,reset-at-object,500,8,352,351.0
congested,reset-at-object,500,8,601,785.0
congested,reset-at-object,500,8,602,767.0
congested,reset-at-object,500,9,284,436.0
congested,reset-at-object,500,9,285,559.0
congested,reset-at-object,500,9,315,686.0
congested,reset-at-object,500,9,316,653.0
congested,reset-at-object,500,9,317,733.0
congested,reset-at-object,500,9,347,769.0
congested,reset-at-object,500,9,348,896.0
congested,reset-at-object,500,9,349,911.0
congested,reset-at-object,500,9,350,925.0
congested,reset-at-object,500,9,351,919.0
congested,reset-at-object,500,9,352,340.0
congested,reset-at-object,500,9,601,797.0
congested,reset-at-object,500,9,602,766.0
congested,reset-at-object,500,10,284,436.0
congested,reset-at-object,500,10,285,558.0
congested,reset-at-object,500,10,315,686.0
congested,reset-at-object,500,10,316,652.0
congested,reset-at-object,500,10,317,733.0
congested,reset-at-object,500,10,347,769.0
congested,reset-at-object,500,10,348,896.0
congested,reset-at-object,500,10,349,911.0
congested,reset-at-object,500,10,350,925.0
congested,reset-at-object,500,10,351,918.0
congested,reset-at-object,500,10,352,340.0
congested,reset-at-object,500,10,601,808.0
congested,reset-at-object,500,10,602,766.0
congested,reset-at-object,1000,1,296,514.0
congested,reset-at-object,1000,1,297,558.0
congested,reset-at-object,1000,1,327,675.0
congested,reset-at-object,1000,1,328,640.0
congested,reset-at-object,1000,1,329,708.0
congested,reset-at-object,1000,1,359,756.0
congested,reset-at-object,1000,1,360,897.0
congested,reset-at-object,1000,1,361,923.0
congested,reset-at-object,1000,1,362,889.0
congested,reset-at-object,1000,1,363,917.0
congested,reset-at-object,1000,1,364,352.0
congested,reset-at-object,1000,1,613,491.0
congested,reset-at-object,1000,1,614,766.0
congested,reset-at-object,1000,2,296,515.0
congested,reset-at-object,1000,2,297,557.0
congested,reset-at-object,1000,2,327,663.0
congested,reset-at-object,1000,2,328,652.0
congested,reset-at-object,1000,2,329,698.0
congested,reset-at-object,1000,2,359,780.0
congested,reset-at-object,1000,2,360,909.0
congested,reset-at-object,1000,2,361,911.0
congested,reset-at-object,1000,2,362,924.0
congested,reset-at-object,1000,2,363,882.0
congested,reset-at-object,1000,2,364,375.0
congested,reset-at-object,1000,2,613,472.0
congested,reset-at-object,1000,2,614,790.0
congested,reset-at-object,1000,3,296,515.0
congested,reset-at-object,1000,3,297,557.0
congested,reset-at-object,1000,3,327,663.0
congested,reset-at-object,1000,3,328,652.0
congested,reset-at-object,1000,3,329,698.0
congested,reset-at-object,1000,3,359,780.0
congested,reset-at-object,1000,3,360,909.0
congested,reset-at-object,1000,3,361,911.0
congested,reset-at-object,1000,3,362,925.0
congested,reset-at-object,1000,3,363,882.0
congested,reset-at-object,1000,3,364,375.0
congested,reset-at-object,1000,3,613,456.0
congested,reset-at-object,1000,3,614,792.0
congested,reset-at-object,1000,4,296,494.0
congested,reset-at-object,1000,4,297,585.0
congested,reset-at-object,1000,4,327,667.0
congested,reset-at-object,1000,4,328,656.0
congested,reset-at-object,1000,4,329,737.0
congested,reset-at-object,1000,4,358,756.0
congested,reset-at-object,1000,4,359,909.0
congested,reset-at-object,1000,4,360,851.0
congested,reset-at-object,1000,4,361,984.0
congested,reset-at-object,1000,4,362,881.0
congested,reset-at-object,1000,4,363,352.0
congested,reset-at-object,1000,4,612,442.0
congested,reset-at-object,1000,4,613,779.0
congested,reset-at-object,1000,5,296,515.0
congested,reset-at-object,1000,5,297,558.0
congested,reset-at-object,1000,5,327,663.0
congested,reset-at-object,1000,5,328,652.0
congested,reset-at-object,1000,5,329,698.0
congested,reset-at-object,1000,5,359,780.0
congested,reset-at-object,1000,5,360,909.0
congested,reset-at-object,1000,5,361,910.0
congested,reset-at-object,1000,5,362,924.0
congested,reset-at-object,1000,5,363,882.0
congested,reset-at-object,1000,5,364,375.0
congested,reset-at-object,1000,5,613,457.0
congested,reset-at-object,1000,5,614,790.0
congested,reset-at-object,1000,6,296,516.0
congested,reset-at-object,1000,6,297,557.0
congested,reset-at-object,1000,6,327,663.0
congested,reset-at-object,1000,6,328,664.0
congested,reset-at-object,1000,6,329,685.0
congested,reset-at-object,1000,6,359,769.0
congested,reset-at-object,1000,6,360,908.0
congested,reset-at-object,1000,6,361,911.0
congested,reset-at-object,1000,6,362,889.0
congested,reset-at-object,1000,6,363,941.0
congested,reset-at-object,1000,6,364,340.0
congested,reset-at-object,1000,6,613,481.0
congested,reset-at-object,1000,6,614,779.0
congested,reset-at-object,1000,7,296,517.0
congested,reset-at-object,1000,7,297,561.0
congested,reset-at-object,1000,7,327,678.0
congested,reset-at-object,1000,7,328,657.0
congested,reset-at-object,1000,7,329,689.0
congested,reset-at-object,1000,7,359,760.0
congested,reset-at-object,1000,7,360,908.0
congested,reset-at-object,1000,7,361,875.0
congested,reset-at-object,1000,7,362,972.0
congested,reset-at-object,1000,7,363,894.0
congested,reset-at-object,1000,7,364,339.0
congested,reset-at-object,1000,7,613,439.0
congested,reset-at-object,1000,7,614,768.0
congested,reset-at-object,1000,8,296,515.0
congested,reset-at-object,1000,8,297,558.0
congested,reset-at-object,1000,8,327,662.0
congested,reset-at-object,1000,8,328,664.0
congested,reset-at-object,1000,8,329,685.0
congested,reset-at-object,1000,8,359,770.0
congested,reset-at-object,1000,8,360,909.0
congested,reset-at-object,1000,8,361,910.0
congested,reset-at-object,1000,8,362,889.0
congested,reset-at-object,1000,8,363,942.0
congested,reset-at-object,1000,8,364,339.0
congested,reset-at-object,1000,8,613,488.0
congested,reset-at-object,1000,8,614,767.0
congested,reset-at-object,1000,9,296,514.0
congested,reset-at-object,1000,9,297,557.0
congested,reset-at-object,1000,9,327,675.0
congested,reset-at-object,1000,9,328,640.0
congested,reset-at-object,1000,9,329,709.0
congested,reset-at-object,1000,9,359,756.0
congested,reset-at-object,1000,9,360,897.0
congested,reset-at-object,1000,9,361,923.0
congested,reset-at-object,1000,9,362,890.0
congested,reset-at-object,1000,9,363,917.0
congested,reset-at-object,1000,9,364,352.0
congested,reset-at-object,1000,9,613,491.0
congested,reset-at-object,1000,9,614,766.0
congested,reset-at-object,1000,10,296,514.0
congested,reset-at-object,1000,10,297,557.0
congested,reset-at-object,1000,10,327,663.0
congested,reset-at-object,1000,10,328,652.0
congested,reset-at-object,1000,10,329,697.0
congested,reset-at-object,1000,10,359,780.0
congested,reset-at-object,1000,10,360,908.0
congested,reset-at-object,1000,10,361,911.0
congested,reset-at-object,1000,10,362,925.0
congested,reset-at-object,1000,10,363,881.0
congested,reset-at-object,1000,10,364,376.0
congested,reset-at-object,1000,10,613,456.0
congested,reset-at-object,1000,10,614,791.0
congested,reset-stream,100,1,265,7733.0
congested,reset-stream,100,1,266,3308.0
congested,reset-stream,100,1,455,589.0
congested,reset-stream,100,2,264,7765.0
congested,reset-stream,100,2,265,3308.0
congested,reset-stream,100,2,454,589.0
congested,reset-stream,100,3,265,7729.0
congested,reset-stream,100,3,266,3308.0
congested,reset-stream,100,3,455,589.0
congested,reset-stream,100,4,265,7731.0
congested,reset-stream,100,4,266,3308.0
congested,reset-stream,100,4,455,589.0
congested,reset-stream,100,5,265,7730.0
congested,reset-stream,100,5,266,3308.0
congested,reset-stream,100,5,455,588.0
congested,reset-stream,100,6,264,11073.0
congested,reset-stream,100,6,453,588.0
congested,reset-stream,100,7,262,6819.0
congested,reset-stream,100,7,263,1011.0
congested,reset-stream,100,7,264,2000.0
congested,reset-stream,100,7,265,1309.0
congested,reset-stream,100,7,454,589.0
congested,reset-stream,100,8,237,3550.0
congested,reset-stream,100,8,238,3106.0
congested,reset-stream,100,8,239,997.0
congested,reset-stream,100,8,240,4321.0
congested,reset-stream,100,8,429,588.0
congested,reset-stream,100,9,264,7778.0
congested,reset-stream,100,9,265,3308.0
congested,reset-stream,100,9,454,588.0
congested,reset-stream,100,10,263,7797.0
congested,reset-stream,100,10,264,1999.0
congested,reset-stream,100,10,265,1308.0
congested,reset-stream,100,10,454,588.0
congested,reset-stream,200,1,266,1488.0
congested,reset-stream,200,1,294,7497.0
congested,reset-stream,200,1,513,540.0
congested,reset-stream,200,2,266,1488.0
congested,reset-stream,200,2,294,7498.0
congested,reset-stream,200,2,513,540.0
congested,reset-stream,200,3,266,1503.0
congested,reset-stream,200,3,294,7497.0
congested,reset-stream,200,3,513,540.0
congested,reset-stream,200,4,266,1488.0
congested,reset-stream,200,4,294,7498.0
congested,reset-stream,200,4,513,540.0
congested,reset-stream,200,5,266,1487.0
congested,reset-stream,200,5,294,7498.0
congested,reset-stream,200,5,513,540.0
congested,reset-stream,200,6,266,1503.0
congested,reset-stream,200,6,294,7498.0
congested,reset-stream,200,6,513,539.0
congested,reset-stream,200,7,266,1505.0
congested,reset-stream,200,7,295,5101.0
congested,reset-stream,200,7,296,1011.0
congested,reset-stream,200,7,297,1345.0
congested,reset-stream,200,7,516,540.0
congested,reset-stream,200,8,266,1503.0
congested,reset-stream,200,8,294,7497.0
congested,reset-stream,200,8,513,540.0
congested,reset-stream,200,9,266,1504.0
congested,reset-stream,200,9,294,7496.0
congested,reset-stream,200,9,513,540.0
congested,reset-stream,200,10,266,1486.0
congested,reset-stream,200,10,294,7497.0
congested,reset-stream,200,10,513,539.0
congested,reset-stream,500,1,284,983.0
congested,reset-stream,500,1,314,650.0
congested,reset-stream,500,1,315,653.0
congested,reset-stream,500,1,316,732.0
congested,reset-stream,500,1,346,768.0
congested,reset-stream,500,1,347,896.0
