condition,strategy,timeout_ms,run,group_id,object_id,frame_type,latency_ms
baseline,reset-at-keyframe,100,6,22,10,P,50.3
baseline,reset-at-keyframe,100,6,22,11,P,50.3
baseline,reset-at-keyframe,100,6,22,12,P,50.4
baseline,reset-at-keyframe,100,6,22,13,P,50.3
baseline,reset-at-keyframe,100,6,22,14,P,50.3
baseline,reset-at-keyframe,100,6,22,15,P,50.2
baseline,reset-at-keyframe,100,6,22,16,P,50.2
baseline,reset-at-keyframe,100,6,22,17,P,50.5
baseline,reset-at-keyframe,100,6,22,18,P,50.5
baseline,reset-at-keyframe,100,6,22,19,P,50.3
baseline,reset-at-keyframe,100,6,22,20,P,50.2
baseline,reset-at-keyframe,100,6,22,21,P,50.3
baseline,reset-at-keyframe,100,6,22,22,P,50.4
baseline,reset-at-keyframe,100,6,22,23,P,50.5
baseline,reset-at-keyframe,100,6,22,24,P,50.6
baseline,reset-at-keyframe,100,6,22,25,P,50.7
baseline,reset-at-keyframe,100,6,22,26,P,50.6
baseline,reset-at-keyframe,100,6,22,27,P,50.6
baseline,reset-at-keyframe,100,6,22,28,P,50.5
baseline,reset-at-keyframe,100,6,22,29,P,50.4
baseline,reset-at-keyframe,100,6,23,0,I,56.4
baseline,reset-at-keyframe,100,6,23,1,P,50.3
baseline,reset-at-keyframe,100,6,23,2,P,50.3
baseline,reset-at-keyframe,100,6,23,3,P,50.2
baseline,reset-at-keyframe,100,6,23,4,P,50.2
baseline,reset-at-keyframe,100,6,23,5,P,50.3
baseline,reset-at-keyframe,100,6,23,6,P,50.3
baseline,reset-at-keyframe,100,6,23,7,P,50.6
baseline,reset-at-keyframe,100,6,23,8,P,50.3
baseline,reset-at-keyframe,100,6,23,9,P,50.3
baseline,reset-at-keyframe,100,6,23,10,P,50.2
baseline,reset-at-keyframe,100,6,23,11,P,50.3
baseline,reset-at-keyframe,100,6,23,12,P,50.2
baseline,reset-at-keyframe,100,6,23,13,P,50.4
baseline,reset-at-keyframe,100,6,23,14,P,50.2
baseline,reset-at-keyframe,100,6,23,15,P,50.4
baseline,reset-at-keyframe,100,6,23,16,P,50.2
baseline,reset-at-keyframe,100,6,23,17,P,50.2
baseline,reset-at-keyframe,100,6,23,18,P,50.2
baseline,reset-at-keyframe,100,6,23,19,P,50.3
baseline,reset-at-keyframe,100,6,23,20,P,50.3
baseline,reset-at-keyframe,100,6,23,21,P,50.4
baseline,reset-at-keyframe,100,6,23,22,P,50.3
baseline,reset-at-keyframe,100,6,23,23,P,50.2
baseline,reset-at-keyframe,100,6,23,24,P,50.3
baseline,reset-at-keyframe,100,6,23,25,P,50.2
baseline,reset-at-keyframe,100,6,23,26,P,50.4
baseline,reset-at-keyframe,100,6,23,27,P,50.4
baseline,reset-at-keyframe,100,6,23,28,P,50.4
baseline,reset-at-keyframe,100,6,23,29,P,50.4
baseline,reset-at-keyframe,100,6,24,0,I,56.2
baseline,reset-at-keyframe,100,6,24,1,P,50.2
baseline,reset-at-keyframe,100,6,24,2,P,50.3
baseline,reset-at-keyframe,100,6,24,3,P,50.3
baseline,reset-at-keyframe,100,6,24,4,P,50.3
baseline,reset-at-keyframe,100,6,24,5,P,50.3
baseline,reset-at-keyframe,100,6,24,6,P,50.4
baseline,reset-at-keyframe,100,6,24,7,P,50.2
baseline,reset-at-keyframe,100,6,24,8,P,50.3
baseline,reset-at-keyframe,100,6,24,9,P,50.3
baseline,reset-at-keyframe,100,6,24,10,P,50.6
baseline,reset-at-keyframe,100,6,24,11,P,50.3
baseline,reset-at-keyframe,100,6,24,12,P,50.4
baseline,reset-at-keyframe,100,6,24,13,P,50.4
baseline,reset-at-keyframe,100,6,24,14,P,50.3
baseline,reset-at-keyframe,100,6,24,15,P,50.3
baseline,reset-at-keyframe,100,6,24,16,P,50.4
baseline,reset-at-keyframe,100,6,24,17,P,50.3
baseline,reset-at-keyframe,100,6,24,18,P,50.3
baseline,reset-at-keyframe,100,6,24,19,P,50.3
baseline,reset-at-keyframe,100,6,24,20,P,50.3
baseline,reset-at-keyframe,100,6,24,21,P,50.3
baseline,reset-at-keyframe,100,6,24,22,P,50.3
baseline,reset-at-keyframe,100,6,24,23,P,50.3
baseline,reset-at-keyframe,100,6,24,24,P,50.3
baseline,reset-at-keyframe,100,6,24,25,P,50.2
baseline,reset-at-keyframe,100,6,24,26,P,50.3
baseline,reset-at-keyframe,100,6,24,27,P,50.2
baseline,reset-at-keyframe,100,6,24,28,P,50.2
baseline,reset-at-keyframe,100,6,24,29,P,50.2
baseline,reset-at-keyframe,100,6,25,0,I,55.5
baseline,reset-at-keyframe,100,6,25,1,P,50.2
baseline,reset-at-keyframe,100,6,25,2,P,50.5
baseline,reset-at-keyframe,100,6,25,3,P,50.5
baseline,reset-at-keyframe,100,6,25,4,P,50.4
baseline,reset-at-keyframe,100,6,25,5,P,50.3
baseline,reset-at-keyframe,100,6,25,6,P,50.3
baseline,reset-at-keyframe,100,6,25,7,P,50.3
baseline,reset-at-keyframe,100,6,25,8,P,50.2
baseline,reset-at-keyframe,100,6,25,9,P,50.3
baseline,reset-at-keyframe,100,6,25,10,P,50.2
baseline,reset-at-keyframe,100,6,25,11,P,50.2
baseline,reset-at-keyframe,100,6,25,12,P,50.4
baseline,reset-at-keyframe,100,6,25,13,P,50.2
baseline,reset-at-keyframe,100,6,25,14,P,50.2
baseline,reset-at-keyframe,100,6,25,15,P,50.3
baseline,reset-at-keyframe,100,6,25,16,P,50.2
baseline,reset-at-keyframe,100,6,25,17,P,50.3
baseline,reset-at-keyframe,100,6,25,18,P,50.4
baseline,reset-at-keyframe,100,6,25,19,P,50.4
baseline,reset-at-keyframe,100,6,25,20,P,50.4
baseline,reset-at-keyframe,100,6,25,21,P,50.4
baseline,reset-at-keyframe,100,6,25,22,P,50.4
baseline,reset-at-keyframe,100,6,25,23,P,50.4
baseline,reset-at-keyframe,100,6,25,24,P,50.3
baseline,reset-at-keyframe,100,6,25,25,P,50.5
baseline,reset-at-keyframe,100,6,25,26,P,50.4
baseline,reset-at-keyframe,100,6,25,27,P,50.5
baseline,reset-at-keyframe,100,6,25,28,P,50.3
baseline,reset-at-keyframe,100,6,25,29,P,50.3
baseline,reset-at-keyframe,100,6,26,0,I,53.6
baseline,reset-at-keyframe,100,6,26,1,P,50.3
baseline,reset-at-keyframe,100,6,26,2,P,50.4
baseline,reset-at-keyframe,100,6,26,3,P,50.4
baseline,reset-at-keyframe,100,6,26,4,P,50.5
baseline,reset-at-keyframe,100,6,26,5,P,50.3
baseline,reset-at-keyframe,100,6,26,6,P,50.4
baseline,reset-at-keyframe,100,6,26,7,P,50.2
baseline,reset-at-keyframe,100,6,26,8,P,50.4
baseline,reset-at-keyframe,100,6,26,9,P,50.4
baseline,reset-at-keyframe,100,6,26,10,P,50.4
baseline,reset-at-keyframe,100,6,26,11,P,50.4
baseline,reset-at-keyframe,100,6,26,12,P,50.3
baseline,reset-at-keyframe,100,6,26,13,P,50.2
baseline,reset-at-keyframe,100,6,26,14,P,50.6
baseline,reset-at-keyframe,100,6,26,15,P,50.2
baseline,reset-at-keyframe,100,6,26,16,P,50.2
baseline,reset-at-keyframe,100,6,26,17,P,50.2
baseline,reset-at-keyframe,100,6,26,18,P,50.3
baseline,reset-at-keyframe,100,6,26,19,P,50.2
baseline,reset-at-keyframe,100,6,26,20,P,50.4
baseline,reset-at-keyframe,100,6,26,21,P,50.4
baseline,reset-at-keyframe,100,6,26,22,P,50.5
baseline,reset-at-keyframe,100,6,26,23,P,50.2
baseline,reset-at-keyframe,100,6,26,24,P,50.4
baseline,reset-at-keyframe,100,6,26,25,P,50.3
baseline,reset-at-keyframe,100,6,26,26,P,50.2
baseline,reset-at-keyframe,100,6,26,27,P,50.2
baseline,reset-at-keyframe,100,6,26,28,P,50.2
baseline,reset-at-keyframe,100,6,26,29,P,50.2
baseline,reset-at-keyframe,100,6,27,0,I,54.3
baseline,reset-at-keyframe,100,6,27,1,P,50.3
baseline,reset-at-keyframe,100,6,27,2,P,50.3
baseline,reset-at-keyframe,100,6,27,3,P,50.2
baseline,reset-at-keyframe,100,6,27,4,P,50.5
baseline,reset-at-keyframe,100,6,27,5,P,50.4
baseline,reset-at-keyframe,100,6,27,6,P,50.3
baseline,reset-at-keyframe,100,6,27,7,P,50.2
baseline,reset-at-keyframe,100,6,27,8,P,50.2
baseline,reset-at-keyframe,100,6,27,9,P,50.3
baseline,reset-at-keyframe,100,6,27,10,P,50.3
baseline,reset-at-keyframe,100,6,27,11,P,50.1
baseline,reset-at-keyframe,100,6,27,12,P,50.3
baseline,reset-at-keyframe,100,6,27,13,P,50.3
baseline,reset-at-keyframe,100,6,27,14,P,50.1
baseline,reset-at-keyframe,100,6,27,15,P,50.2
baseline,reset-at-keyframe,100,6,27,16,P,50.3
baseline,reset-at-keyframe,100,6,27,17,P,50.3
baseline,reset-at-keyframe,100,6,27,18,P,50.3
baseline,reset-at-keyframe,100,6,27,19,P,50.2
baseline,reset-at-keyframe,100,6,27,20,P,50.2
baseline,reset-at-keyframe,100,6,27,21,P,50.2
baseline,reset-at-keyframe,100,6,27,22,P,50.1
baseline,reset-at-keyframe,100,6,27,23,P,50.2
baseline,reset-at-keyframe,100,6,27,24,P,50.3
baseline,reset-at-keyframe,100,6,27,25,P,50.3
baseline,reset-at-keyframe,100,6,27,26,P,50.4
baseline,reset-at-keyframe,100,6,27,27,P,50.4
baseline,reset-at-keyframe,100,6,27,28,P,50.3
baseline,reset-at-keyframe,100,6,27,29,P,50.3
baseline,reset-at-keyframe,100,6,28,0,I,52.8
baseline,reset-at-keyframe,100,6,28,1,P,50.3
baseline,reset-at-keyframe,100,6,28,2,P,50.5
baseline,reset-at-keyframe,100,6,28,3,P,50.3
baseline,reset-at-keyframe,100,6,28,4,P,50.3
baseline,reset-at-keyframe,100,6,28,5,P,50.3
baseline,reset-at-keyframe,100,6,28,6,P,50.5
baseline,reset-at-keyframe,100,6,28,7,P,50.3
baseline,reset-at-keyframe,100,6,28,8,P,50.3
baseline,reset-at-keyframe,100,6,29,0,I,68.0
baseline,reset-at-keyframe,100,6,29,1,P,50.2
baseline,reset-at-keyframe,100,6,29,2,P,50.3
baseline,reset-at-keyframe,100,6,29,3,P,50.4
baseline,reset-at-keyframe,100,6,29,4,P,50.3
baseline,reset-at-keyframe,100,6,29,5,P,50.5
baseline,reset-at-keyframe,100,6,29,6,P,50.4
baseline,reset-at-keyframe,100,6,29,7,P,50.5
baseline,reset-at-keyframe,100,6,29,8,P,50.4
baseline,reset-at-keyframe,100,6,29,9,P,50.5
baseline,reset-at-keyframe,100,6,29,10,P,50.3
baseline,reset-at-keyframe,100,6,29,11,P,50.3
baseline,reset-at-keyframe,100,6,29,12,P,50.4
baseline,reset-at-keyframe,100,6,29,13,P,50.4
baseline,reset-at-keyframe,100,6,29,14,P,50.2
baseline,reset-at-keyframe,100,6,29,15,P,50.3
baseline,reset-at-keyframe,100,6,29,16,P,50.3
baseline,reset-at-keyframe,100,6,29,17,P,50.3
baseline,reset-at-keyframe,100,6,29,18,P,50.3
baseline,reset-at-keyframe,100,6,29,19,P,50.3
baseline,reset-at-keyframe,100,6,29,20,P,50.3
baseline,reset-at-keyframe,100,6,29,21,P,50.3
baseline,reset-at-keyframe,100,6,29,22,P,50.5
baseline,reset-at-keyframe,100,6,29,23,P,50.4
baseline,reset-at-keyframe,100,6,29,24,P,50.4
baseline,reset-at-keyframe,100,6,29,25,P,50.3
baseline,reset-at-keyframe,100,6,29,26,P,50.3
baseline,reset-at-keyframe,100,6,29,27,P,50.4
baseline,reset-at-keyframe,100,6,29,28,P,50.4
baseline,reset-at-keyframe,100,6,29,29,P,50.3
baseline,reset-at-keyframe,100,6,30,0,I,66.3
baseline,reset-at-keyframe,100,6,30,1,P,50.3
baseline,reset-at-keyframe,100,6,30,2,P,50.5
baseline,reset-at-keyframe,100,6,30,3,P,50.6
baseline,reset-at-keyframe,100,6,30,4,P,50.4
baseline,reset-at-keyframe,100,6,30,5,P,50.5
baseline,reset-at-keyframe,100,6,30,6,P,50.4
baseline,reset-at-keyframe,100,6,30,7,P,50.5
baseline,reset-at-keyframe,100,6,30,8,P,50.4
baseline,reset-at-keyframe,100,6,30,9,P,50.4
baseline,reset-at-keyframe,100,6,30,10,P,50.4
baseline,reset-at-keyframe,100,6,30,11,P,50.4
baseline,reset-at-keyframe,100,6,30,12,P,50.3
baseline,reset-at-keyframe,100,6,30,13,P,50.4
baseline,reset-at-keyframe,100,6,30,14,P,50.3
baseline,reset-at-keyframe,100,6,30,15,P,50.4
baseline,reset-at-keyframe,100,6,30,16,P,50.5
baseline,reset-at-keyframe,100,6,30,17,P,50.5
baseline,reset-at-keyframe,100,6,30,18,P,50.3
baseline,reset-at-keyframe,100,6,30,19,P,50.3
baseline,reset-at-keyframe,100,6,30,20,P,50.5
baseline,reset-at-keyframe,100,6,30,21,P,50.3
baseline,reset-at-keyframe,100,6,30,22,P,50.5
baseline,reset-at-keyframe,100,6,30,23,P,50.5
baseline,reset-at-keyframe,100,6,30,24,P,50.6
baseline,reset-at-keyframe,100,6,30,25,P,50.5
baseline,reset-at-keyframe,100,6,30,26,P,50.3
baseline,reset-at-keyframe,100,6,30,27,P,50.7
baseline,reset-at-keyframe,100,6,30,28,P,50.7
baseline,reset-at-keyframe,100,6,30,29,P,50.7
baseline,reset-at-keyframe,100,6,31,0,I,65.2
baseline,reset-at-keyframe,100,6,31,1,P,50.2
baseline,reset-at-keyframe,100,6,31,2,P,50.3
baseline,reset-at-keyframe,100,6,31,3,P,50.3
baseline,reset-at-keyframe,100,6,31,4,P,50.3
baseline,reset-at-keyframe,100,6,31,5,P,50.4
baseline,reset-at-keyframe,100,6,31,6,P,51.0
baseline,reset-at-keyframe,100,6,31,7,P,50.5
baseline,reset-at-keyframe,100,6,31,8,P,50.3
baseline,reset-at-keyframe,100,6,31,9,P,50.3
baseline,reset-at-keyframe,100,6,31,10,P,50.2
baseline,reset-at-keyframe,100,6,31,11,P,50.3
baseline,reset-at-keyframe,100,6,31,12,P,50.2
baseline,reset-at-keyframe,100,6,31,13,P,50.4
baseline,reset-at-keyframe,100,6,31,14,P,50.4
baseline,reset-at-keyframe,100,6,31,15,P,50.3
baseline,reset-at-keyframe,100,6,31,16,P,50.3
baseline,reset-at-keyframe,100,7,0,0,I,50.7
baseline,reset-at-keyframe,100,7,0,1,P,50.6
baseline,reset-at-keyframe,100,7,0,2,P,50.6
baseline,reset-at-keyframe,100,7,0,3,P,50.4
baseline,reset-at-keyframe,100,7,0,4,P,52.3
baseline,reset-at-keyframe,100,7,0,5,P,55.4
baseline,reset-at-keyframe,100,7,0,6,P,60.6
baseline,reset-at-keyframe,100,7,0,7,P,60.1
baseline,reset-at-keyframe,100,7,0,8,P,61.2
baseline,reset-at-keyframe,100,7,0,9,P,61.2
baseline,reset-at-keyframe,100,7,0,10,P,62.2
baseline,reset-at-keyframe,100,7,0,11,P,62.2
baseline,reset-at-keyframe,100,7,0,12,P,62.2
baseline,reset-at-keyframe,100,7,0,13,P,62.2
baseline,reset-at-keyframe,100,7,0,14,P,50.3
baseline,reset-at-keyframe,100,7,0,15,P,50.3
baseline,reset-at-keyframe,100,7,0,16,P,50.3
baseline,reset-at-keyframe,100,7,0,17,P,50.2
baseline,reset-at-keyframe,100,7,0,18,P,50.3
baseline,reset-at-keyframe,100,7,0,19,P,50.3
baseline,reset-at-keyframe,100,7,0,20,P,50.3
baseline,reset-at-keyframe,100,7,0,21,P,50.5
baseline,reset-at-keyframe,100,7,0,22,P,50.2
baseline,reset-at-keyframe,100,7,0,23,P,50.3
baseline,reset-at-keyframe,100,7,0,24,P,50.3
baseline,reset-at-keyframe,100,7,0,25,P,50.3
baseline,reset-at-keyframe,100,7,0,26,P,50.3
baseline,reset-at-keyframe,100,7,0,27,P,50.3
baseline,reset-at-keyframe,100,7,0,28,P,50.4
baseline,reset-at-keyframe,100,7,0,29,P,50.4
baseline,reset-at-keyframe,100,7,1,0,I,51.9
baseline,reset-at-keyframe,100,7,1,1,P,50.3
baseline,reset-at-keyframe,100,7,1,2,P,50.2
baseline,reset-at-keyframe,100,7,1,3,P,50.2
baseline,reset-at-keyframe,100,7,1,4,P,50.4
baseline,reset-at-keyframe,100,7,1,5,P,50.4
baseline,reset-at-keyframe,100,7,1,6,P,50.3
baseline,reset-at-keyframe,100,7,1,7,P,50.2
baseline,reset-at-keyframe,100,7,1,8,P,50.3
baseline,reset-at-keyframe,100,7,1,9,P,50.3
baseline,reset-at-keyframe,100,7,1,10,P,50.3
baseline,reset-at-keyframe,100,7,1,11,P,50.3
baseline,reset-at-keyframe,100,7,1,12,P,50.3
baseline,reset-at-keyframe,100,7,1,13,P,50.2
baseline,reset-at-keyframe,100,7,1,14,P,50.3
baseline,reset-at-keyframe,100,7,1,15,P,50.3
baseline,reset-at-keyframe,100,7,1,16,P,50.5
baseline,reset-at-keyframe,100,7,1,17,P,50.2
baseline,reset-at-keyframe,100,7,1,18,P,50.2
baseline,reset-at-keyframe,100,7,1,19,P,50.2
baseline,reset-at-keyframe,100,7,1,20,P,50.2
baseline,reset-at-keyframe,100,7,1,21,P,50.2
baseline,reset-at-keyframe,100,7,1,22,P,50.3
baseline,reset-at-keyframe,100,7,1,23,P,50.3
baseline,reset-at-keyframe,100,7,1,24,P,50.2
baseline,reset-at-keyframe,100,7,1,25,P,50.2
baseline,reset-at-keyframe,100,7,1,26,P,50.2
baseline,reset-at-keyframe,100,7,1,27,P,50.2
baseline,reset-at-keyframe,100,7,1,28,P,50.5
baseline,reset-at-keyframe,100,7,1,29,P,50.4
baseline,reset-at-keyframe,100,7,2,0,I,51.0
baseline,reset-at-keyframe,100,7,2,1,P,50.6
baseline,reset-at-keyframe,100,7,2,2,P,50.3
baseline,reset-at-keyframe,100,7,2,3,P,50.2
baseline,reset-at-keyframe,100,7,2,4,P,50.2
baseline,reset-at-keyframe,100,7,2,5,P,50.2
baseline,reset-at-keyframe,100,7,2,6,P,50.3
baseline,reset-at-keyframe,100,7,2,7,P,50.4
baseline,reset-at-keyframe,100,7,2,8,P,50.4
baseline,reset-at-keyframe,100,7,2,9,P,50.5
baseline,reset-at-keyframe,100,7,2,10,P,50.4
baseline,reset-at-keyframe,100,7,2,11,P,50.2
baseline,reset-at-keyframe,100,7,2,12,P,50.2
baseline,reset-at-keyframe,100,7,2,13,P,50.3
baseline,reset-at-keyframe,100,7,2,14,P,50.2
baseline,reset-at-keyframe,100,7,2,15,P,50.2
baseline,reset-at-keyframe,100,7,2,16,P,50.3
baseline,reset-at-keyframe,100,7,2,17,P,50.3
baseline,reset-at-keyframe,100,7,2,18,P,50.3
baseline,reset-at-keyframe,100,7,2,19,P,50.3
baseline,reset-at-keyframe,100,7,2,20,P,50.3
baseline,reset-at-keyframe,100,7,2,21,P,50.3
baseline,reset-at-keyframe,100,7,2,22,P,50.7
baseline,reset-at-keyframe,100,7,2,23,P,50.3
baseline,reset-at-keyframe,100,7,2,24,P,50.2
baseline,reset-at-keyframe,100,7,2,25,P,50.6
baseline,reset-at-keyframe,100,7,2,26,P,50.2
baseline,reset-at-keyframe,100,7,2,27,P,50.3
baseline,reset-at-keyframe,100,7,2,28,P,50.2
baseline,reset-at-keyframe,100,7,2,29,P,50.2
baseline,reset-at-keyframe,100,7,3,0,I,50.6
baseline,reset-at-keyframe,100,7,3,1,P,50.3
baseline,reset-at-keyframe,100,7,3,2,P,50.3
baseline,reset-at-keyframe,100,7,3,3,P,50.3
baseline,reset-at-keyframe,100,7,3,4,P,50.2
baseline,reset-at-keyframe,100,7,3,5,P,50.4
baseline,reset-at-keyframe,100,7,3,6,P,50.5
baseline,reset-at-keyframe,100,7,3,7,P,50.4
baseline,reset-at-keyframe,100,7,3,8,P,50.3
baseline,reset-at-keyframe,100,7,3,9,P,50.4
baseline,reset-at-keyframe,100,7,3,10,P,50.3
baseline,reset-at-keyframe,100,7,3,11,P,50.3
baseline,reset-at-keyframe,100,7,3,12,P,50.5
baseline,reset-at-keyframe,100,7,3,13,P,50.3
baseline,reset-at-keyframe,100,7,3,14,P,50.4
baseline,reset-at-keyframe,100,7,3,15,P,50.4
baseline,reset-at-keyframe,100,7,3,16,P,50.4
baseline,reset-at-keyframe,100,7,3,17,P,50.7
baseline,reset-at-keyframe,100,7,3,18,P,50.6
baseline,reset-at-keyframe,100,7,3,19,P,50.3
baseline,reset-at-keyframe,100,7,3,20,P,50.4
baseline,reset-at-keyframe,100,7,3,21,P,50.3
baseline,reset-at-keyframe,100,7,3,22,P,50.3
baseline,reset-at-keyframe,100,7,3,23,P,50.4
baseline,reset-at-keyframe,100,7,3,24,P,50.4
baseline,reset-at-keyframe,100,7,3,25,P,50.4
baseline,reset-at-keyframe,100,7,3,26,P,50.4
baseline,reset-at-keyframe,100,7,3,27,P,50.3
baseline,reset-at-keyframe,100,7,3,28,P,50.5
baseline,reset-at-keyframe,100,7,3,29,P,50.5
baseline,reset-at-keyframe,100,7,4,0,I,51.0
baseline,reset-at-keyframe,100,7,4,1,P,50.3
baseline,reset-at-keyframe,100,7,4,2,P,50.5
baseline,reset-at-keyframe,100,7,4,3,P,50.4
baseline,reset-at-keyframe,100,7,4,4,P,50.3
baseline,reset-at-keyframe,100,7,4,5,P,50.3
baseline,reset-at-keyframe,100,7,4,6,P,50.5
baseline,reset-at-keyframe,100,7,4,7,P,50.4
baseline,reset-at-keyframe,100,7,4,8,P,50.5
baseline,reset-at-keyframe,100,7,4,9,P,50.4
baseline,reset-at-keyframe,100,7,4,10,P,50.4
baseline,reset-at-keyframe,100,7,4,11,P,50.4
baseline,reset-at-keyframe,100,7,5,0,I,50.4
baseline,reset-at-keyframe,100,7,5,1,P,50.5
baseline,reset-at-keyframe,100,7,5,2,P,50.5
baseline,reset-at-keyframe,100,7,5,3,P,50.5
baseline,reset-at-keyframe,100,7,5,4,P,50.5
baseline,reset-at-keyframe,100,7,5,5,P,50.6
baseline,reset-at-keyframe,100,7,5,6,P,50.6
baseline,reset-at-keyframe,100,7,5,7,P,50.6
baseline,reset-at-keyframe,100,7,5,8,P,50.5
baseline,reset-at-keyframe,100,7,5,9,P,50.5
baseline,reset-at-keyframe,100,7,5,10,P,50.6
baseline,reset-at-keyframe,100,7,5,11,P,50.6
baseline,reset-at-keyframe,100,7,5,12,P,50.6
baseline,reset-at-keyframe,100,7,5,13,P,50.5
baseline,reset-at-keyframe,100,7,5,14,P,50.4
baseline,reset-at-keyframe,100,7,5,15,P,50.4
baseline,reset-at-keyframe,100,7,5,16,P,50.4
baseline,reset-at-keyframe,100,7,5,17,P,50.5
baseline,reset-at-keyframe,100,7,5,18,P,50.5
baseline,reset-at-keyframe,100,7,5,19,P,50.3
baseline,reset-at-keyframe,100,7,5,20,P,50.4
baseline,reset-at-keyframe,100,7,5,21,P,50.4
baseline,reset-at-keyframe,100,7,5,22,P,50.3
baseline,reset-at-keyframe,100,7,5,23,P,50.4
baseline,reset-at-keyframe,100,7,5,24,P,50.4
baseline,reset-at-keyframe,100,7,5,25,P,50.3
baseline,reset-at-keyframe,100,7,5,26,P,50.4
baseline,reset-at-keyframe,100,7,5,27,P,50.3
baseline,reset-at-keyframe,100,7,5,28,P,50.4
baseline,reset-at-keyframe,100,7,5,29,P,50.4
baseline,reset-at-keyframe,100,7,6,0,I,55.2
baseline,reset-at-keyframe,100,7,6,1,P,50.3
baseline,reset-at-keyframe,100,7,6,2,P,50.3
baseline,reset-at-keyframe,100,7,6,3,P,50.4
baseline,reset-at-keyframe,100,7,6,4,P,50.4
baseline,reset-at-keyframe,100,7,6,5,P,50.4
baseline,reset-at-keyframe,100,7,6,6,P,50.4
baseline,reset-at-keyframe,100,7,6,7,P,50.4
baseline,reset-at-keyframe,100,7,6,8,P,50.4
baseline,reset-at-keyframe,100,7,6,9,P,50.5
baseline,reset-at-keyframe,100,7,6,10,P,50.4
baseline,reset-at-keyframe,100,7,6,11,P,50.4
baseline,reset-at-keyframe,100,7,6,12,P,50.4
baseline,reset-at-keyframe,100,7,6,13,P,50.4
baseline,reset-at-keyframe,100,7,6,14,P,50.3
baseline,reset-at-keyframe,100,7,6,15,P,50.4
baseline,reset-at-keyframe,100,7,6,16,P,50.5
baseline,reset-at-keyframe,100,7,6,17,P,50.5
baseline,reset-at-keyframe,100,7,6,18,P,50.4
baseline,reset-at-keyframe,100,7,6,19,P,50.6
baseline,reset-at-keyframe,100,7,6,20,P,50.5
baseline,reset-at-keyframe,100,7,6,21,P,50.4
baseline,reset-at-keyframe,100,7,6,22,P,50.4
baseline,reset-at-keyframe,100,7,6,23,P,50.3
baseline,reset-at-keyframe,100,7,6,24,P,50.4
baseline,reset-at-keyframe,100,7,6,25,P,50.4
baseline,reset-at-keyframe,100,7,6,26,P,50.3
baseline,reset-at-keyframe,100,7,6,27,P,50.4
baseline,reset-at-keyframe,100,7,6,28,P,50.9
baseline,reset-at-keyframe,100,7,6,29,P,50.8
baseline,reset-at-keyframe,100,7,7,0,I,58.0
baseline,reset-at-keyframe,100,7,7,1,P,50.4
baseline,reset-at-keyframe,100,7,7,2,P,50.4
baseline,reset-at-keyframe,100,7,7,3,P,50.4
baseline,reset-at-keyframe,100,7,7,4,P,50.3
baseline,reset-at-keyframe,100,7,7,5,P,50.4
baseline,reset-at-keyframe,100,7,7,6,P,50.9
baseline,reset-at-keyframe,100,7,7,7,P,50.4
baseline,reset-at-keyframe,100,7,7,8,P,50.4
baseline,reset-at-keyframe,100,7,7,9,P,50.5
baseline,reset-at-keyframe,100,7,7,10,P,50.5
baseline,reset-at-keyframe,100,7,7,11,P,50.5
baseline,reset-at-keyframe,100,7,7,12,P,50.5
baseline,reset-at-keyframe,100,7,7,13,P,50.4
baseline,reset-at-keyframe,100,7,7,14,P,50.6
baseline,reset-at-keyframe,100,7,7,15,P,50.5
baseline,reset-at-keyframe,100,7,7,16,P,50.4
baseline,reset-at-keyframe,100,7,7,17,P,50.4
baseline,reset-at-keyframe,100,7,7,18,P,50.4
baseline,reset-at-keyframe,100,7,7,19,P,50.5
baseline,reset-at-keyframe,100,7,7,20,P,50.4
baseline,reset-at-keyframe,100,7,7,21,P,50.3
baseline,reset-at-keyframe,100,7,7,22,P,50.5
baseline,reset-at-keyframe,100,7,7,23,P,50.4
baseline,reset-at-keyframe,100,7,7,24,P,50.4
baseline,reset-at-keyframe,100,7,7,25,P,50.4
baseline,reset-at-keyframe,100,7,7,26,P,50.5
baseline,reset-at-keyframe,100,7,7,27,P,50.8
baseline,reset-at-keyframe,100,7,7,28,P,50.4
baseline,reset-at-keyframe,100,7,7,29,P,50.4
baseline,reset-at-keyframe,100,7,8,0,I,60.2
baseline,reset-at-keyframe,100,7,8,1,P,50.3
baseline,reset-at-keyframe,100,7,8,2,P,50.3
baseline,reset-at-keyframe,100,7,8,3,P,50.6
baseline,reset-at-keyframe,100,7,8,4,P,50.9
baseline,reset-at-keyframe,100,7,8,5,P,50.4
baseline,reset-at-keyframe,100,7,8,6,P,50.8
baseline,reset-at-keyframe,100,7,8,7,P,50.6
baseline,reset-at-keyframe,100,7,8,8,P,50.5
baseline,reset-at-keyframe,100,7,8,9,P,50.5
baseline,reset-at-keyframe,100,7,8,10,P,50.3
baseline,reset-at-keyframe,100,7,8,11,P,50.5
baseline,reset-at-keyframe,100,7,8,12,P,50.3
baseline,reset-at-keyframe,100,7,8,13,P,50.4
baseline,reset-at-keyframe,100,7,8,14,P,50.4
baseline,reset-at-keyframe,100,7,8,15,P,50.6
baseline,reset-at-keyframe,100,7,8,16,P,50.4
baseline,reset-at-keyframe,100,7,8,17,P,50.4
baseline,reset-at-keyframe,100,7,8,18,P,50.5
baseline,reset-at-keyframe,100,7,8,19,P,50.4
