condition,strategy,timeout_ms,run,group_id,object_id,frame_type,latency_ms
congested,reset-at-object,100,10,29,0,I,893.9
congested,reset-at-object,100,10,30,0,I,833.7
congested,reset-at-object,100,10,31,0,I,809.7
congested,reset-at-object,100,2,0,0,I,50.5
congested,reset-at-object,100,2,0,1,P,50.5
congested,reset-at-object,100,2,0,2,P,50.5
congested,reset-at-object,100,2,0,3,P,73.9
congested,reset-at-object,100,2,0,4,P,143.2
congested,reset-at-object,100,2,0,5,P,174.5
congested,reset-at-object,100,2,0,6,P,218.9
congested,reset-at-object,100,2,0,7,P,219.9
congested,reset-at-object,100,2,0,8,P,227.0
congested,reset-at-object,100,2,0,9,P,227.0
congested,reset-at-object,100,2,0,10,P,237.6
congested,reset-at-object,100,2,0,11,P,238.4
congested,reset-at-object,100,2,0,12,P,240.6
congested,reset-at-object,100,2,0,13,P,240.6
congested,reset-at-object,100,2,0,14,P,213.2
congested,reset-at-object,100,2,0,15,P,182.4
congested,reset-at-object,100,2,0,16,P,153.6
congested,reset-at-object,100,2,0,17,P,123.1
congested,reset-at-object,100,2,0,18,P,91.8
congested,reset-at-object,100,2,0,19,P,62.4
congested,reset-at-object,100,2,0,20,P,50.3
congested,reset-at-object,100,2,0,21,P,50.3
congested,reset-at-object,100,2,0,22,P,50.4
congested,reset-at-object,100,2,0,23,P,50.2
congested,reset-at-object,100,2,0,24,P,50.3
congested,reset-at-object,100,2,0,25,P,50.2
congested,reset-at-object,100,2,0,26,P,50.3
congested,reset-at-object,100,2,0,27,P,50.3
congested,reset-at-object,100,2,0,28,P,50.3
congested,reset-at-object,100,2,0,29,P,50.3
congested,reset-at-object,100,2,1,0,I,139.6
congested,reset-at-object,100,2,1,1,P,114.4
congested,reset-at-object,100,2,1,2,P,84.0
congested,reset-at-object,100,2,1,3,P,54.1
congested,reset-at-object,100,2,1,4,P,50.5
congested,reset-at-object,100,2,1,5,P,50.4
congested,reset-at-object,100,2,1,6,P,50.3
congested,reset-at-object,100,2,1,7,P,50.3
congested,reset-at-object,100,2,1,8,P,50.3
congested,reset-at-object,100,2,1,9,P,50.5
congested,reset-at-object,100,2,1,10,P,50.3
congested,reset-at-object,100,2,1,11,P,50.3
congested,reset-at-object,100,2,1,12,P,50.3
congested,reset-at-object,100,2,1,13,P,50.4
congested,reset-at-object,100,2,1,14,P,50.4
congested,reset-at-object,100,2,1,15,P,50.4
congested,reset-at-object,100,2,1,16,P,50.3
congested,reset-at-object,100,2,1,17,P,50.4
congested,reset-at-object,100,2,1,18,P,50.2
congested,reset-at-object,100,2,1,19,P,50.2
congested,reset-at-object,100,2,1,20,P,50.4
congested,reset-at-object,100,2,1,21,P,50.3
congested,reset-at-object,100,2,1,22,P,50.4
congested,reset-at-object,100,2,1,23,P,50.3
congested,reset-at-object,100,2,1,24,P,50.2
congested,reset-at-object,100,2,1,25,P,50.2
congested,reset-at-object,100,2,1,26,P,50.2
congested,reset-at-object,100,2,1,27,P,50.4
congested,reset-at-object,100,2,1,28,P,50.3
congested,reset-at-object,100,2,1,29,P,50.3
congested,reset-at-object,100,2,2,0,I,145.2
congested,reset-at-object,100,2,2,1,P,116.1
congested,reset-at-object,100,2,2,2,P,85.1
congested,reset-at-object,100,2,2,3,P,53.9
congested,reset-at-object,100,2,2,4,P,50.2
congested,reset-at-object,100,2,2,5,P,50.1
congested,reset-at-object,100,2,2,6,P,50.4
congested,reset-at-object,100,2,2,7,P,50.4
congested,reset-at-object,100,2,2,8,P,50.3
congested,reset-at-object,100,2,2,9,P,50.5
congested,reset-at-object,100,2,2,10,P,50.2
congested,reset-at-object,100,2,2,11,P,50.2
congested,reset-at-object,100,2,2,12,P,50.2
congested,reset-at-object,100,2,2,13,P,50.3
congested,reset-at-object,100,2,2,14,P,50.4
congested,reset-at-object,100,2,2,15,P,50.3
congested,reset-at-object,100,2,2,16,P,50.2
congested,reset-at-object,100,2,2,17,P,50.2
congested,reset-at-object,100,2,2,18,P,50.2
congested,reset-at-object,100,2,2,19,P,50.3
congested,reset-at-object,100,2,2,20,P,50.4
congested,reset-at-object,100,2,2,21,P,50.4
congested,reset-at-object,100,2,2,22,P,50.2
congested,reset-at-object,100,2,2,23,P,50.2
congested,reset-at-object,100,2,2,24,P,50.3
congested,reset-at-object,100,2,2,25,P,50.2
congested,reset-at-object,100,2,2,26,P,50.4
congested,reset-at-object,100,2,2,27,P,50.3
congested,reset-at-object,100,2,2,28,P,50.3
congested,reset-at-object,100,2,2,29,P,50.3
congested,reset-at-object,100,2,3,0,I,145.2
congested,reset-at-object,100,2,3,1,P,113.4
congested,reset-at-object,100,2,3,2,P,81.8
congested,reset-at-object,100,2,3,3,P,50.7
congested,reset-at-object,100,2,3,4,P,50.4
congested,reset-at-object,100,2,3,5,P,50.3
congested,reset-at-object,100,2,3,6,P,50.3
congested,reset-at-object,100,2,3,7,P,50.3
congested,reset-at-object,100,2,3,8,P,50.3
congested,reset-at-object,100,2,3,9,P,50.5
congested,reset-at-object,100,2,3,10,P,50.3
congested,reset-at-object,100,2,3,11,P,50.3
congested,reset-at-object,100,2,3,12,P,50.3
congested,reset-at-object,100,2,3,13,P,50.2
congested,reset-at-object,100,2,3,14,P,50.3
congested,reset-at-object,100,2,3,15,P,50.3
congested,reset-at-object,100,2,3,16,P,50.2
congested,reset-at-object,100,2,3,17,P,50.2
congested,reset-at-object,100,2,3,18,P,50.3
congested,reset-at-object,100,2,3,19,P,50.3
congested,reset-at-object,100,2,3,20,P,50.2
congested,reset-at-object,100,2,3,21,P,50.3
congested,reset-at-object,100,2,3,22,P,50.3
congested,reset-at-object,100,2,3,23,P,50.3
congested,reset-at-object,100,2,3,24,P,50.2
congested,reset-at-object,100,2,3,25,P,50.3
congested,reset-at-object,100,2,3,26,P,50.3
congested,reset-at-object,100,2,3,27,P,50.4
congested,reset-at-object,100,2,3,28,P,50.4
congested,reset-at-object,100,2,3,29,P,50.4
congested,reset-at-object,100,2,4,0,I,50.8
congested,reset-at-object,100,2,4,1,P,50.4
congested,reset-at-object,100,2,4,2,P,50.4
congested,reset-at-object,100,2,4,3,P,50.3
congested,reset-at-object,100,2,4,4,P,50.3
congested,reset-at-object,100,2,4,5,P,50.4
congested,reset-at-object,100,2,4,6,P,50.4
congested,reset-at-object,100,2,4,7,P,50.4
congested,reset-at-object,100,2,4,8,P,50.3
congested,reset-at-object,100,2,4,9,P,50.6
congested,reset-at-object,100,2,4,10,P,50.5
congested,reset-at-object,100,2,4,11,P,50.5
congested,reset-at-object,100,2,5,0,I,50.4
congested,reset-at-object,100,2,5,1,P,50.4
congested,reset-at-object,100,2,5,2,P,50.4
congested,reset-at-object,100,2,5,3,P,50.5
congested,reset-at-object,100,2,5,4,P,50.5
congested,reset-at-object,100,2,5,5,P,50.5
congested,reset-at-object,100,2,5,6,P,51.1
congested,reset-at-object,100,2,5,7,P,50.4
congested,reset-at-object,100,2,5,8,P,50.5
congested,reset-at-object,100,2,5,9,P,50.4
congested,reset-at-object,100,2,5,10,P,50.5
congested,reset-at-object,100,2,5,11,P,50.3
congested,reset-at-object,100,2,5,12,P,50.4
congested,reset-at-object,100,2,5,13,P,50.3
congested,reset-at-object,100,2,5,14,P,50.3
congested,reset-at-object,100,2,5,15,P,50.4
congested,reset-at-object,100,2,5,16,P,50.4
congested,reset-at-object,100,2,5,17,P,50.4
congested,reset-at-object,100,2,5,18,P,50.4
congested,reset-at-object,100,2,5,19,P,50.2
congested,reset-at-object,100,2,5,20,P,50.2
congested,reset-at-object,100,2,5,21,P,50.2
congested,reset-at-object,100,2,5,22,P,50.2
congested,reset-at-object,100,2,5,23,P,50.3
congested,reset-at-object,100,2,5,24,P,50.5
congested,reset-at-object,100,2,5,25,P,50.4
congested,reset-at-object,100,2,5,26,P,50.3
congested,reset-at-object,100,2,5,27,P,50.4
congested,reset-at-object,100,2,5,28,P,50.4
congested,reset-at-object,100,2,5,29,P,50.4
congested,reset-at-object,100,2,6,0,I,192.6
congested,reset-at-object,100,2,6,1,P,167.8
congested,reset-at-object,100,2,6,2,P,138.2
congested,reset-at-object,100,2,6,3,P,108.8
congested,reset-at-object,100,2,6,4,P,81.7
congested,reset-at-object,100,2,6,5,P,58.5
congested,reset-at-object,100,2,6,6,P,50.3
congested,reset-at-object,100,2,6,7,P,50.4
congested,reset-at-object,100,2,6,8,P,50.5
congested,reset-at-object,100,2,6,9,P,50.5
congested,reset-at-object,100,2,6,10,P,50.6
congested,reset-at-object,100,2,6,11,P,50.4
congested,reset-at-object,100,2,6,12,P,50.5
congested,reset-at-object,100,2,6,13,P,50.5
congested,reset-at-object,100,2,6,14,P,50.4
congested,reset-at-object,100,2,6,15,P,50.4
congested,reset-at-object,100,2,6,16,P,50.9
congested,reset-at-object,100,2,6,17,P,50.5
congested,reset-at-object,100,2,6,18,P,50.4
congested,reset-at-object,100,2,6,19,P,50.3
congested,reset-at-object,100,2,6,20,P,50.4
congested,reset-at-object,100,2,6,21,P,50.4
congested,reset-at-object,100,2,6,22,P,50.3
congested,reset-at-object,100,2,6,23,P,50.3
congested,reset-at-object,100,2,6,24,P,50.4
congested,reset-at-object,100,2,6,25,P,50.3
congested,reset-at-object,100,2,6,26,P,50.3
congested,reset-at-object,100,2,6,27,P,50.3
congested,reset-at-object,100,2,6,28,P,50.4
congested,reset-at-object,100,2,6,29,P,55.1
congested,reset-at-object,100,2,7,0,I,216.5
congested,reset-at-object,100,2,7,1,P,187.3
congested,reset-at-object,100,2,7,2,P,160.1
congested,reset-at-object,100,2,7,3,P,135.9
congested,reset-at-object,100,2,7,4,P,112.8
congested,reset-at-object,100,2,7,5,P,91.2
congested,reset-at-object,100,2,7,6,P,71.0
congested,reset-at-object,100,2,7,7,P,51.2
congested,reset-at-object,100,2,7,8,P,50.3
congested,reset-at-object,100,2,7,9,P,50.3
congested,reset-at-object,100,2,7,10,P,50.4
congested,reset-at-object,100,2,7,11,P,50.3
congested,reset-at-object,100,2,7,12,P,50.2
congested,reset-at-object,100,2,7,13,P,50.5
congested,reset-at-object,100,2,7,14,P,50.5
congested,reset-at-object,100,2,7,15,P,50.4
congested,reset-at-object,100,2,7,16,P,50.5
congested,reset-at-object,100,2,7,17,P,50.3
congested,reset-at-object,100,2,7,18,P,50.4
congested,reset-at-object,100,2,7,19,P,50.6
congested,reset-at-object,100,2,7,20,P,50.3
congested,reset-at-object,100,2,7,21,P,50.5
congested,reset-at-object,100,2,7,22,P,50.3
congested,reset-at-object,100,2,7,23,P,50.5
congested,reset-at-object,100,2,7,24,P,50.4
congested,reset-at-object,100,2,7,25,P,50.4
congested,reset-at-object,100,2,7,26,P,50.4
congested,reset-at-object,100,2,7,27,P,50.4
congested,reset-at-object,100,2,7,28,P,50.5
congested,reset-at-object,100,2,7,29,P,69.9
congested,reset-at-object,100,2,8,0,I,240.4
congested,reset-at-object,100,2,8,1,P,208.7
congested,reset-at-object,100,2,8,2,P,194.5
congested,reset-at-object,100,2,8,3,P,186.6
congested,reset-at-object,100,2,8,4,P,176.9
congested,reset-at-object,100,2,8,5,P,173.6
congested,reset-at-object,100,2,8,6,P,172.3
congested,reset-at-object,100,2,8,7,P,163.4
congested,reset-at-object,100,2,8,8,P,170.4
congested,reset-at-object,100,2,8,9,P,174.3
congested,reset-at-object,100,2,8,10,P,172.2
congested,reset-at-object,100,2,8,11,P,173.3
congested,reset-at-object,100,2,8,12,P,171.6
congested,reset-at-object,100,2,8,13,P,175.0
congested,reset-at-object,100,2,8,14,P,173.8
congested,reset-at-object,100,2,8,15,P,179.8
congested,reset-at-object,100,2,8,16,P,175.3
congested,reset-at-object,100,2,8,17,P,177.1
congested,reset-at-object,100,2,8,18,P,172.7
congested,reset-at-object,100,2,8,19,P,181.7
congested,reset-at-object,100,2,8,20,P,179.1
congested,reset-at-object,100,2,8,21,P,185.5
congested,reset-at-object,100,2,8,22,P,185.3
congested,reset-at-object,100,2,8,23,P,196.4
congested,reset-at-object,100,2,8,24,P,192.1
congested,reset-at-object,100,2,8,25,P,197.8
congested,reset-at-object,100,2,8,26,P,199.8
congested,reset-at-object,100,2,8,27,P,203.8
congested,reset-at-object,100,2,8,28,P,211.7
congested,reset-at-object,100,2,8,29,P,349.0
congested,reset-at-object,100,2,9,0,I,562.4
congested,reset-at-object,100,2,9,1,P,570.3
congested,reset-at-object,100,2,9,2,P,542.1
congested,reset-at-object,100,2,9,3,P,541.1
congested,reset-at-object,100,2,9,4,P,521.9
congested,reset-at-object,100,2,9,5,P,547.4
congested,reset-at-object,100,2,9,6,P,540.7
congested,reset-at-object,100,2,9,7,P,526.4
congested,reset-at-object,100,2,9,8,P,528.0
congested,reset-at-object,100,2,9,9,P,553.4
congested,reset-at-object,100,2,9,10,P,540.7
congested,reset-at-object,100,2,9,11,P,566.0
congested,reset-at-object,100,2,9,12,P,548.3
congested,reset-at-object,100,2,9,13,P,560.6
congested,reset-at-object,100,2,9,14,P,564.4
congested,reset-at-object,100,2,9,15,P,580.9
congested,reset-at-object,100,2,9,16,P,570.8
congested,reset-at-object,100,2,9,17,P,592.7
congested,reset-at-object,100,2,9,18,P,584.2
congested,reset-at-object,100,2,9,19,P,597.4
congested,reset-at-object,100,2,9,20,P,565.4
congested,reset-at-object,100,2,9,21,P,565.9
congested,reset-at-object,100,2,9,22,P,602.8
congested,reset-at-object,100,2,9,23,P,594.0
congested,reset-at-object,100,2,9,24,P,582.8
congested,reset-at-object,100,2,9,25,P,619.6
congested,reset-at-object,100,2,9,26,P,624.6
congested,reset-at-object,100,2,9,27,P,630.5
congested,reset-at-object,100,2,9,28,P,628.2
congested,reset-at-object,100,2,10,0,I,984.4
congested,reset-at-object,100,2,11,0,I,548.8
congested,reset-at-object,100,2,12,0,I,584.1
congested,reset-at-object,100,2,13,0,I,690.7
congested,reset-at-object,100,2,14,0,I,690.9
congested,reset-at-object,100,2,15,0,I,739.8
congested,reset-at-object,100,2,16,0,I,798.1
congested,reset-at-object,100,2,17,0,I,928.6
congested,reset-at-object,100,2,18,0,I,928.9
congested,reset-at-object,100,2,19,0,I,951.9
congested,reset-at-object,100,2,20,0,I,940.5
congested,reset-at-object,100,2,21,0,I,426.5
congested,reset-at-object,100,2,22,0,I,370.7
congested,reset-at-object,100,2,22,1,P,344.3
congested,reset-at-object,100,2,22,2,P,317.5
congested,reset-at-object,100,2,22,3,P,292.1
congested,reset-at-object,100,2,22,4,P,267.1
congested,reset-at-object,100,2,22,5,P,242.2
congested,reset-at-object,100,2,22,6,P,218.0
congested,reset-at-object,100,2,22,7,P,194.5
congested,reset-at-object,100,2,22,8,P,168.3
congested,reset-at-object,100,2,22,9,P,144.1
congested,reset-at-object,100,2,22,10,P,118.6
congested,reset-at-object,100,2,22,11,P,94.2
congested,reset-at-object,100,2,22,12,P,67.0
congested,reset-at-object,100,2,22,13,P,50.3
congested,reset-at-object,100,2,22,14,P,50.3
congested,reset-at-object,100,2,22,15,P,50.3
congested,reset-at-object,100,2,22,16,P,50.3
congested,reset-at-object,100,2,22,17,P,50.3
congested,reset-at-object,100,2,22,18,P,50.4
congested,reset-at-object,100,2,22,19,P,50.4
congested,reset-at-object,100,2,22,20,P,50.3
congested,reset-at-object,100,2,22,21,P,50.3
congested,reset-at-object,100,2,22,22,P,50.4
congested,reset-at-object,100,2,22,23,P,50.5
congested,reset-at-object,100,2,22,24,P,50.6
congested,reset-at-object,100,2,22,25,P,50.5
congested,reset-at-object,100,2,22,26,P,50.5
congested,reset-at-object,100,2,22,27,P,50.4
congested,reset-at-object,100,2,22,28,P,50.4
congested,reset-at-object,100,2,22,29,P,54.3
congested,reset-at-object,100,2,23,0,I,370.6
congested,reset-at-object,100,2,23,1,P,343.9
congested,reset-at-object,100,2,23,2,P,321.8
congested,reset-at-object,100,2,23,3,P,298.8
congested,reset-at-object,100,2,23,4,P,274.9
congested,reset-at-object,100,2,23,5,P,253.6
congested,reset-at-object,100,2,23,6,P,231.6
congested,reset-at-object,100,2,23,7,P,212.2
congested,reset-at-object,100,2,23,8,P,191.2
congested,reset-at-object,100,2,23,9,P,188.3
congested,reset-at-object,100,2,23,10,P,187.8
congested,reset-at-object,100,2,23,11,P,192.6
congested,reset-at-object,100,2,23,12,P,200.9
congested,reset-at-object,100,2,23,13,P,200.6
congested,reset-at-object,100,2,23,14,P,177.7
congested,reset-at-object,100,2,23,15,P,155.2
congested,reset-at-object,100,2,23,16,P,132.3
congested,reset-at-object,100,2,23,17,P,110.7
congested,reset-at-object,100,2,23,18,P,85.6
congested,reset-at-object,100,2,23,19,P,60.7
congested,reset-at-object,100,2,23,20,P,50.3
congested,reset-at-object,100,2,23,21,P,50.3
congested,reset-at-object,100,2,23,22,P,50.2
congested,reset-at-object,100,2,23,23,P,50.2
congested,reset-at-object,100,2,23,24,P,50.4
congested,reset-at-object,100,2,23,25,P,50.5
congested,reset-at-object,100,2,23,26,P,50.4
congested,reset-at-object,100,2,23,27,P,50.3
congested,reset-at-object,100,2,23,28,P,50.2
congested,reset-at-object,100,2,23,29,P,51.2
congested,reset-at-object,100,2,24,0,I,370.7
congested,reset-at-object,100,2,24,1,P,343.1
congested,reset-at-object,100,2,24,2,P,315.6
congested,reset-at-object,100,2,24,3,P,289.1
congested,reset-at-object,100,2,24,4,P,260.3
congested,reset-at-object,100,2,24,5,P,233.3
congested,reset-at-object,100,2,24,6,P,207.2
congested,reset-at-object,100,2,24,7,P,182.0
congested,reset-at-object,100,2,24,8,P,156.1
congested,reset-at-object,100,2,24,9,P,130.9
congested,reset-at-object,100,2,24,10,P,107.5
congested,reset-at-object,100,2,24,11,P,86.5
congested,reset-at-object,100,2,24,12,P,58.1
congested,reset-at-object,100,2,24,13,P,50.3
congested,reset-at-object,100,2,24,14,P,50.2
congested,reset-at-object,100,2,24,15,P,50.2
congested,reset-at-object,100,2,24,16,P,50.2
congested,reset-at-object,100,2,24,17,P,50.2
congested,reset-at-object,100,2,24,18,P,50.3
congested,reset-at-object,100,2,24,19,P,50.2
congested,reset-at-object,100,2,24,20,P,50.3
congested,reset-at-object,100,2,24,21,P,50.2
congested,reset-at-object,100,2,24,22,P,50.2
congested,reset-at-object,100,2,24,23,P,50.2
congested,reset-at-object,100,2,24,24,P,50.3
congested,reset-at-object,100,2,24,25,P,50.3
congested,reset-at-object,100,2,24,26,P,50.2
congested,reset-at-object,100,2,24,27,P,50.2
congested,reset-at-object,100,2,24,28,P,50.3
congested,reset-at-object,100,2,24,29,P,50.3
congested,reset-at-object,100,2,25,0,I,335.2
congested,reset-at-object,100,2,25,1,P,308.8
congested,reset-at-object,100,2,25,2,P,280.5
congested,reset-at-object,100,2,25,3,P,251.8
congested,reset-at-object,100,2,25,4,P,228.5
congested,reset-at-object,100,2,25,5,P,217.0
congested,reset-at-object,100,2,25,6,P,211.4
congested,reset-at-object,100,2,25,7,P,212.7
congested,reset-at-object,100,2,25,8,P,238.3
congested,reset-at-object,100,2,25,9,P,222.1
congested,reset-at-object,100,2,25,10,P,207.4
congested,reset-at-object,100,2,25,11,P,185.1
congested,reset-at-object,100,2,25,12,P,168.4
congested,reset-at-object,100,2,25,13,P,152.9
congested,reset-at-object,100,2,25,14,P,130.3
congested,reset-at-object,100,2,25,15,P,115.5
congested,reset-at-object,100,2,25,16,P,92.4
congested,reset-at-object,100,2,25,17,P,77.3
congested,reset-at-object,100,2,25,18,P,63.7
congested,reset-at-object,100,2,25,19,P,50.4
congested,reset-at-object,100,2,25,20,P,50.4
congested,reset-at-object,100,2,25,21,P,50.4
congested,reset-at-object,100,2,25,22,P,55.3
congested,reset-at-object,100,2,25,23,P,87.0
congested,reset-at-object,100,2,25,24,P,97.3
congested,reset-at-object,100,2,25,25,P,96.2
congested,reset-at-object,100,2,25,26,P,109.9
congested,reset-at-object,100,2,25,27,P,109.5
congested,reset-at-object,100,2,25,28,P,111.5
congested,reset-at-object,100,2,25,29,P,139.4
congested,reset-at-object,100,2,26,0,I,353.9
congested,reset-at-object,100,2,26,1,P,332.2
congested,reset-at-object,100,2,26,2,P,325.9
congested,reset-at-object,100,2,26,3,P,322.8
congested,reset-at-object,100,2,26,4,P,328.1
congested,reset-at-object,100,2,26,5,P,329.6
congested,reset-at-object,100,2,26,6,P,322.3
congested,reset-at-object,100,2,26,7,P,299.4
congested,reset-at-object,100,2,26,8,P,275.5
congested,reset-at-object,100,2,26,9,P,252.0
congested,reset-at-object,100,2,26,10,P,227.9
congested,reset-at-object,100,2,26,11,P,207.9
congested,reset-at-object,100,2,26,12,P,182.6
congested,reset-at-object,100,2,26,13,P,155.4
congested,reset-at-object,100,2,26,14,P,126.3
congested,reset-at-object,100,2,26,15,P,98.7
congested,reset-at-object,100,2,26,16,P,70.1
congested,reset-at-object,100,2,26,17,P,50.4
congested,reset-at-object,100,2,26,18,P,50.3
congested,reset-at-object,100,2,26,19,P,50.5
congested,reset-at-object,100,2,26,20,P,50.4
congested,reset-at-object,100,2,26,21,P,50.4
congested,reset-at-object,100,2,26,22,P,50.4
congested,reset-at-object,100,2,26,23,P,50.4
congested,reset-at-object,100,2,26,24,P,50.4
congested,reset-at-object,100,2,26,25,P,50.4
congested,reset-at-object,100,2,26,26,P,50.6
congested,reset-at-object,100,2,26,27,P,50.3
congested,reset-at-object,100,2,26,28,P,50.3
congested,reset-at-object,100,2,26,29,P,50.3
congested,reset-at-object,100,2,27,0,I,311.3
congested,reset-at-object,100,2,27,1,P,282.7
congested,reset-at-object,100,2,27,2,P,255.2
congested,reset-at-object,100,2,27,3,P,226.6
congested,reset-at-object,100,2,27,4,P,197.9
congested,reset-at-object,100,2,27,5,P,169.4
congested,reset-at-object,100,2,27,6,P,139.1
congested,reset-at-object,100,2,27,7,P,109.7
congested,reset-at-object,100,2,27,8,P,80.1
congested,reset-at-object,100,2,27,9,P,51.6
congested,reset-at-object,100,2,27,10,P,50.3
congested,reset-at-object,100,2,27,11,P,50.2
congested,reset-at-object,100,2,27,12,P,50.3
congested,reset-at-object,100,2,27,13,P,50.3
congested,reset-at-object,100,2,27,14,P,50.3
congested,reset-at-object,100,2,27,15,P,50.4
congested,reset-at-object,100,2,27,16,P,50.4
congested,reset-at-object,100,2,27,17,P,50.5
congested,reset-at-object,100,2,27,18,P,50.4
congested,reset-at-object,100,2,27,19,P,50.4
congested,reset-at-object,100,2,27,20,P,50.3
congested,reset-at-object,100,2,27,21,P,50.4
congested,reset-at-object,100,2,27,22,P,50.3
congested,reset-at-object,100,2,27,23,P,50.3
congested,reset-at-object,100,2,27,24,P,50.2
congested,reset-at-object,100,2,27,25,P,50.3
congested,reset-at-object,100,2,27,26,P,50.3
congested,reset-at-object,100,2,27,27,P,50.4
congested,reset-at-object,100,2,27,28,P,50.2
congested,reset-at-object,100,2,27,29,P,50.2
congested,reset-at-object,100,2,28,0,I,251.9
congested,reset-at-object,100,2,28,1,P,224.9
congested,reset-at-object,100,2,28,2,P,196.6
congested,reset-at-object,100,2,28,3,P,165.6
congested,reset-at-object,100,2,28,4,P,134.1
congested,reset-at-object,100,2,28,5,P,102.4
congested,reset-at-object,100,2,28,6,P,70.7
congested,reset-at-object,100,2,28,7,P,50.2
congested,reset-at-object,100,2,28,8,P,50.2
congested,reset-at-object,100,2,29,0,I,892.7
congested,reset-at-object,100,2,30,0,I,833.4
congested,reset-at-object,100,2,31,0,I,809.6
congested,reset-at-object,100,3,0,0,I,50.6
congested,reset-at-object,100,3,0,1,P,50.6
congested,reset-at-object,100,3,0,2,P,50.6
congested,reset-at-object,100,3,0,3,P,74.1
congested,reset-at-object,100,3,0,4,P,143.2
congested,reset-at-object,100,3,0,5,P,174.5
congested,reset-at-object,100,3,0,6,P,219.1
congested,reset-at-object,100,3,0,7,P,220.0
congested,reset-at-object,100,3,0,8,P,227.2
congested,reset-at-object,100,3,0,9,P,227.2
congested,reset-at-object,100,3,0,10,P,237.6
congested,reset-at-object,100,3,0,11,P,238.5
congested,reset-at-object,100,3,0,12,P,240.6
congested,reset-at-object,100,3,0,13,P,240.6
congested,reset-at-object,100,3,0,14,P,213.3
congested,reset-at-object,100,3,0,15,P,182.5
congested,reset-at-object,100,3,0,16,P,153.6
congested,reset-at-object,100,3,0,17,P,123.2
congested,reset-at-object,100,3,0,18,P,91.9
congested,reset-at-object,100,3,0,19,P,62.9
congested,reset-at-object,100,3,0,20,P,50.4
congested,reset-at-object,100,3,0,21,P,50.3
congested,reset-at-object,100,3,0,22,P,50.3
congested,reset-at-object,100,3,0,23,P,50.4
congested,reset-at-object,100,3,0,24,P,50.3
congested,reset-at-object,100,3,0,25,P,50.3
congested,reset-at-object,100,3,0,26,P,50.4
congested,reset-at-object,100,3,0,27,P,50.3
congested,reset-at-object,100,3,0,28,P,50.3
congested,reset-at-object,100,3,0,29,P,50.3
congested,reset-at-object,100,3,1,0,I,139.9
congested,reset-at-object,100,3,1,1,P,114.6
congested,reset-at-object,100,3,1,2,P,84.1
congested,reset-at-object,100,3,1,3,P,54.1
congested,reset-at-object,100,3,1,4,P,50.3
congested,reset-at-object,100,3,1,5,P,50.2
congested,reset-at-object,100,3,1,6,P,50.2
congested,reset-at-object,100,3,1,7,P,50.3
congested,reset-at-object,100,3,1,8,P,50.2
congested,reset-at-object,100,3,1,9,P,50.2
congested,reset-at-object,100,3,1,10,P,50.3
congested,reset-at-object,100,3,1,11,P,50.3
congested,reset-at-object,100,3,1,12,P,50.3
congested,reset-at-object,100,3,1,13,P,50.4
congested,reset-at-object,100,3,1,14,P,50.3
congested,reset-at-object,100,3,1,15,P,50.3
congested,reset-at-object,100,3,1,16,P,50.3
congested,reset-at-object,100,3,1,17,P,50.3
congested,reset-at-object,100,3,1,18,P,50.2
congested,reset-at-object,100,3,1,19,P,50.3
congested,reset-at-object,100,3,1,20,P,50.3
congested,reset-at-object,100,3,1,21,P,50.3
congested,reset-at-object,100,3,1,22,P,50.6
congested,reset-at-object,100,3,1,23,P,50.3
congested,reset-at-object,100,3,1,24,P,50.4
congested,reset-at-object,100,3,1,25,P,50.3
congested,reset-at-object,100,3,1,26,P,50.2
congested,reset-at-object,100,3,1,27,P,50.3
congested,reset-at-object,100,3,1,28,P,50.2
congested,reset-at-object,100,3,1,29,P,50.2
congested,reset-at-object,100,3,2,0,I,145.1
congested,reset-at-object,100,3,2,1,P,116.2
congested,reset-at-object,100,3,2,2,P,85.0
congested,reset-at-object,100,3,2,3,P,53.7
congested,reset-at-object,100,3,2,4,P,50.3
congested,reset-at-object,100,3,2,5,P,50.2
congested,reset-at-object,100,3,2,6,P,50.3
congested,reset-at-object,100,3,2,7,P,50.5
congested,reset-at-object,100,3,2,8,P,50.4
congested,reset-at-object,100,3,2,9,P,50.3
congested,reset-at-object,100,3,2,10,P,50.3
congested,reset-at-object,100,3,2,11,P,50.3
congested,reset-at-object,100,3,2,12,P,50.3
congested,reset-at-object,100,3,2,13,P,50.3
congested,reset-at-object,100,3,2,14,P,50.3
congested,reset-at-object,100,3,2,15,P,50.4
congested,reset-at-object,100,3,2,16,P,50.3
congested,reset-at-object,100,3,2,17,P,50.3
congested,reset-at-object,100,3,2,18,P,50.2
congested,reset-at-object,100,3,2,19,P,50.4
congested,reset-at-object,100,3,2,20,P,50.3
congested,reset-at-object,100,3,2,21,P,50.3
congested,reset-at-object,100,3,2,22,P,50.3
congested,reset-at-object,100,3,2,23,P,50.2
congested,reset-at-object,100,3,2,24,P,50.2
congested,reset-at-object,100,3,2,25,P,50.5
congested,reset-at-object,100,3,2,26,P,50.2
congested,reset-at-object,100,3,2,27,P,50.2
congested,reset-at-object,100,3,2,28,P,50.1
congested,reset-at-object,100,3,2,29,P,50.1
congested,reset-at-object,100,3,3,0,I,145.1
congested,reset-at-object,100,3,3,1,P,113.3
congested,reset-at-object,100,3,3,2,P,81.9
