condition,strategy,timeout_ms,run,num_frames,stall_count,stall_total_s,stall_from_duration_s,stall_max_ms
severe,reset-at-object,500,2,553,15,10.15,9.863,1019.0
severe,reset-at-object,500,3,552,16,10.233,9.863,1061.0
severe,reset-at-object,500,4,552,15,10.138,9.875,972.0
severe,reset-at-object,500,5,555,16,10.126,9.687,1242.0
severe,reset-at-object,500,6,551,16,10.281,9.883,1023.0
severe,reset-at-object,500,7,555,14,9.969,9.74,1056.0
severe,reset-at-object,500,8,555,14,9.974,9.764,1110.0
severe,reset-at-object,500,9,576,16,9.494,9.031,964.0
severe,reset-at-object,500,10,577,16,9.474,9.012,1012.0
severe,reset-at-object,1000,1,609,16,9.202,8.768,972.0
severe,reset-at-object,1000,2,605,17,9.145,8.884,1173.0
severe,reset-at-object,1000,3,610,13,8.895,8.731,965.0
severe,reset-at-object,1000,4,597,20,9.724,9.175,956.0
severe,reset-at-object,1000,5,606,16,9.283,8.813,942.0
severe,reset-at-object,1000,6,607,16,9.065,8.849,1127.0
severe,reset-at-object,1000,7,606,13,8.968,8.819,948.0
severe,reset-at-object,1000,8,612,12,8.808,8.681,1575.0
severe,reset-at-object,1000,9,602,16,9.224,8.985,914.0
severe,reset-at-object,1000,10,591,18,9.514,9.388,994.0
severe,reset-stream,100,1,314,10,18.101,17.888,3486.0
severe,reset-stream,100,2,279,13,17.325,17.183,4285.0
severe,reset-stream,100,3,344,11,17.081,16.869,3105.0
severe,reset-stream,100,4,346,13,17.023,16.838,2519.0
severe,reset-stream,100,5,244,12,19.524,19.302,6244.0
severe,reset-stream,100,6,275,8,19.405,19.199,5560.0
severe,reset-stream,100,7,258,11,19.002,18.762,4189.0
severe,reset-stream,100,8,285,12,19.019,18.865,3904.0
severe,reset-stream,100,9,288,15,17.988,17.808,2141.0
severe,reset-stream,100,10,256,11,20.01,19.805,5224.0
severe,reset-stream,200,1,479,8,11.655,11.356,3091.0
severe,reset-stream,200,2,433,11,14.106,13.878,5091.0
severe,reset-stream,200,3,463,9,12.149,11.903,3143.0
severe,reset-stream,200,4,463,9,11.176,10.892,3096.0
severe,reset-stream,200,5,463,9,12.156,11.877,2154.0
severe,reset-stream,200,6,475,9,12.767,12.477,3130.0
severe,reset-stream,200,7,463,9,13.118,12.861,3151.0
severe,reset-stream,200,8,461,8,12.22,11.949,3368.0
severe,reset-stream,200,9,394,9,15.424,15.219,3261.0
severe,reset-stream,200,10,402,10,15.151,14.914,4020.0
severe,reset-stream,500,1,542,10,9.503,9.24,2300.0
severe,reset-stream,500,2,526,11,10.156,9.743,3801.0
severe,reset-stream,500,3,544,13,8.653,8.22,2356.0
severe,reset-stream,500,4,551,11,10.141,9.843,2185.0
severe,reset-stream,500,5,551,10,9.097,8.892,1445.0
severe,reset-stream,500,6,525,13,10.115,9.807,2068.0
severe,reset-stream,500,7,546,6,7.92,7.714,3192.0
severe,reset-stream,500,8,571,10,7.703,7.275,2665.0
severe,reset-stream,500,9,574,13,8.538,8.155,2049.0
severe,reset-stream,500,10,534,14,10.874,10.448,2872.0
severe,reset-stream,1000,1,606,14,9.047,8.83,1843.0
severe,reset-stream,1000,2,608,8,8.856,8.795,1984.0
severe,reset-stream,1000,3,602,14,8.478,8.229,1057.0
severe,reset-stream,1000,4,598,14,9.28,9.032,1609.0
severe,reset-stream,1000,5,605,16,9.343,8.936,938.0
severe,reset-stream,1000,6,600,11,8.645,8.275,2681.0
severe,reset-stream,1000,7,603,8,9.18,8.949,2996.0
severe,reset-stream,1000,8,608,13,9.056,8.798,1536.0
severe,reset-stream,1000,9,607,12,8.367,8.055,960.0
severe,reset-stream,1000,10,612,12,8.777,8.537,1851.0
