condition,strategy,timeout_ms,run,pub_total,pub_i,pub_p,recv_total,recv_i,recv_p,objects_dropped,groups_reset,groups_complete,delivery_ratio
lossy,reset-stream,1000,3,900,32,868,900,32,868,0,0,32,1.0000
lossy,reset-stream,100,3,900,32,868,507,24,483,385,14,18,0.5633
lossy,reset-stream,200,3,900,32,868,870,31,839,29,1,31,0.9667
lossy,reset-stream,500,3,900,32,868,900,32,868,0,0,32,1.0000
lossy,reset-stream,1000,4,900,32,868,900,32,868,0,0,32,1.0000
lossy,reset-stream,100,4,900,32,868,536,24,512,356,13,19,0.5956
lossy,reset-stream,200,4,900,32,868,812,31,781,87,3,29,0.9022
lossy,reset-stream,500,4,900,32,868,900,32,868,0,0,32,1.0000
lossy,reset-stream,1000,5,900,32,868,900,32,868,0,0,32,1.0000
lossy,reset-stream,100,5,900,32,868,653,25,628,240,9,23,0.7256
lossy,reset-stream,200,5,900,32,868,738,27,711,157,6,26,0.8200
lossy,reset-stream,500,5,900,32,868,900,32,868,0,0,32,1.0000
lossy,reset-stream,1000,6,900,32,868,900,32,868,0,0,32,1.0000
lossy,reset-stream,100,6,900,32,868,561,24,537,331,12,20,0.6233
lossy,reset-stream,200,6,900,32,868,815,30,785,83,3,29,0.9056
lossy,reset-stream,500,6,900,32,868,900,32,868,0,0,32,1.0000
lossy,reset-stream,1000,7,900,32,868,900,32,868,0,0,32,1.0000
lossy,reset-stream,100,7,900,32,868,447,22,425,443,16,16,0.4967
lossy,reset-stream,200,7,900,32,868,757,30,727,141,5,27,0.8411
lossy,reset-stream,500,7,900,32,868,900,32,868,0,0,32,1.0000
lossy,reset-stream,1000,8,900,32,868,900,32,868,0,0,32,1.0000
lossy,reset-stream,100,8,900,32,868,535,23,512,356,13,19,0.5944
lossy,reset-stream,200,8,900,32,868,760,29,731,137,5,27,0.8444
lossy,reset-stream,500,8,900,32,868,900,32,868,0,0,32,1.0000
lossy,reset-stream,1000,9,900,32,868,900,32,868,0,0,32,1.0000
lossy,reset-stream,100,9,900,32,868,596,26,570,298,11,21,0.6622
lossy,reset-stream,200,9,900,32,868,845,31,814,54,2,30,0.9389
lossy,reset-stream,500,9,900,32,868,900,32,868,0,0,32,1.0000
lossy,reset-stream,1000,10,900,32,868,900,32,868,0,0,32,1.0000
lossy,reset-stream,100,10,900,32,868,597,27,570,298,11,21,0.6633
lossy,reset-stream,200,10,900,32,868,781,29,752,116,4,28,0.8678
lossy,reset-stream,500,10,900,32,868,900,32,868,0,0,32,1.0000
severe,none,0,1,900,32,868,900,32,868,0,0,32,1.0000
severe,none,0,2,900,32,868,900,32,868,0,0,32,1.0000
severe,none,0,3,900,32,868,900,32,868,0,0,32,1.0000
severe,none,0,4,900,32,868,900,32,868,0,0,32,1.0000
severe,none,0,5,900,32,868,900,32,868,0,0,32,1.0000
severe,none,0,6,900,32,868,900,32,868,0,0,32,1.0000
severe,none,0,7,900,32,868,900,32,868,0,0,32,1.0000
severe,none,0,8,900,32,868,900,32,868,0,0,32,1.0000
severe,none,0,9,900,32,868,900,32,868,0,0,32,1.0000
severe,none,0,10,900,32,868,900,32,868,0,0,32,1.0000
severe,reset-at-keyframe,1000,1,900,32,868,595,32,563,297,12,20,0.6611
severe,reset-at-keyframe,100,1,900,32,868,341,32,309,559,20,12,0.3789
severe,reset-at-keyframe,200,1,900,32,868,411,32,379,488,18,14,0.4567
severe,reset-at-keyframe,500,1,900,32,868,574,32,542,326,12,20,0.6378
severe,reset-at-keyframe,1000,2,900,32,868,630,32,598,270,11,21,0.7000
severe,reset-at-keyframe,100,2,900,32,868,283,32,251,617,22,10,0.3144
severe,reset-at-keyframe,200,2,900,32,868,472,32,440,428,16,16,0.5244
severe,reset-at-keyframe,500,2,900,32,868,558,32,526,342,13,19,0.6200
severe,reset-at-keyframe,1000,3,900,32,868,622,32,590,278,11,21,0.6911
severe,reset-at-keyframe,100,3,900,32,868,341,32,309,559,20,12,0.3789
severe,reset-at-keyframe,200,3,900,32,868,496,32,464,404,15,17,0.5511
severe,reset-at-keyframe,500,3,900,32,868,569,32,537,325,13,19,0.6322
severe,reset-at-keyframe,1000,4,900,32,868,639,31,608,261,11,21,0.7100
severe,reset-at-keyframe,100,4,900,32,868,342,32,310,558,20,12,0.3800
severe,reset-at-keyframe,200,4,900,32,868,429,32,397,471,17,15,0.4767
severe,reset-at-keyframe,500,4,900,32,868,560,32,528,340,13,19,0.6222
severe,reset-at-keyframe,1000,5,900,32,868,627,32,595,272,12,20,0.6967
severe,reset-at-keyframe,100,5,900,32,868,312,32,280,588,21,11,0.3467
severe,reset-at-keyframe,200,5,900,32,868,457,32,425,443,16,16,0.5078
severe,reset-at-keyframe,500,5,900,32,868,573,32,541,327,12,20,0.6367
severe,reset-at-keyframe,1000,6,900,32,868,625,32,593,274,12,20,0.6944
severe,reset-at-keyframe,100,6,900,32,868,399,32,367,501,18,14,0.4433
severe,reset-at-keyframe,200,6,900,32,868,500,32,468,399,15,17,0.5556
severe,reset-at-keyframe,500,6,900,32,868,573,32,541,327,12,20,0.6367
severe,reset-at-keyframe,1000,7,900,32,868,619,32,587,280,11,21,0.6878
severe,reset-at-keyframe,100,7,900,32,868,370,32,338,530,19,13,0.4111
severe,reset-at-keyframe,200,7,900,32,868,486,32,454,414,15,17,0.5400
severe,reset-at-keyframe,500,7,900,32,868,572,32,540,328,13,19,0.6356
severe,reset-at-keyframe,1000,8,900,32,868,624,32,592,276,11,21,0.6933
severe,reset-at-keyframe,100,8,900,32,868,259,32,227,641,23,9,0.2878
severe,reset-at-keyframe,200,8,900,32,868,486,32,454,414,15,17,0.5400
severe,reset-at-keyframe,500,8,900,32,868,567,32,535,333,13,19,0.6300
severe,reset-at-keyframe,1000,9,900,32,868,628,32,596,271,11,21,0.6978
severe,reset-at-keyframe,100,9,900,32,868,309,32,277,591,22,10,0.3433
severe,reset-at-keyframe,200,9,900,32,868,486,32,454,414,15,17,0.5400
severe,reset-at-keyframe,500,9,900,32,868,587,32,555,313,12,20,0.6522
severe,reset-at-keyframe,1000,10,900,32,868,627,32,595,273,10,22,0.6967
severe,reset-at-keyframe,100,10,900,32,868,341,32,309,559,20,12,0.3789
severe,reset-at-keyframe,200,10,900,32,868,399,32,367,500,18,14,0.4433
severe,reset-at-keyframe,500,10,900,32,868,555,32,523,345,13,19,0.6167
severe,reset-at-object,1000,1,900,32,868,626,32,594,274,11,21,0.6956
severe,reset-at-object,100,1,900,32,868,341,32,309,559,20,12,0.3789
severe,reset-at-object,200,1,900,32,868,457,32,425,443,16,16,0.5078
severe,reset-at-object,500,1,900,32,868,573,32,541,327,12,20,0.6367
severe,reset-at-object,1000,2,900,32,868,622,32,590,278,12,20,0.6911
severe,reset-at-object,100,2,900,32,868,311,31,280,589,21,11,0.3456
severe,reset-at-object,200,2,900,32,868,486,32,454,414,15,17,0.5400
severe,reset-at-object,500,2,900,32,868,570,32,538,330,13,19,0.6333
severe,reset-at-object,1000,3,900,32,868,627,32,595,273,12,20,0.6967
severe,reset-at-object,100,3,900,32,868,283,32,251,617,22,10,0.3144
severe,reset-at-object,200,3,900,32,868,457,32,425,443,16,16,0.5078
severe,reset-at-object,500,3,900,32,868,569,32,537,331,13,19,0.6322
severe,reset-at-object,1000,4,900,32,868,623,32,591,277,12,20,0.6922
severe,reset-at-object,100,4,900,32,868,283,32,251,617,22,10,0.3144
severe,reset-at-object,200,4,900,32,868,486,32,454,414,15,17,0.5400
severe,reset-at-object,500,4,900,32,868,569,32,537,331,13,19,0.6322
severe,reset-at-object,1000,5,900,32,868,623,32,591,277,11,21,0.6922
severe,reset-at-object,100,5,900,32,868,312,31,281,588,21,11,0.3467
severe,reset-at-object,200,5,900,32,868,478,32,446,422,16,16,0.5311
severe,reset-at-object,500,5,900,32,868,572,32,540,328,13,19,0.6356
severe,reset-at-object,1000,6,900,32,868,625,32,593,275,11,21,0.6944
severe,reset-at-object,100,6,900,32,868,340,31,309,560,20,12,0.3778
severe,reset-at-object,200,6,900,32,868,486,32,454,414,15,17,0.5400
severe,reset-at-object,500,6,900,32,868,569,32,537,331,13,19,0.6322
severe,reset-at-object,1000,7,900,32,868,623,32,591,277,11,21,0.6922
severe,reset-at-object,100,7,900,32,868,285,32,253,615,22,10,0.3167
severe,reset-at-object,200,7,900,32,868,457,32,425,443,16,16,0.5078
severe,reset-at-object,500,7,900,32,868,572,32,540,328,13,19,0.6356
severe,reset-at-object,1000,8,900,32,868,629,32,597,271,11,21,0.6989
severe,reset-at-object,100,8,900,32,868,317,32,285,583,21,11,0.3522
severe,reset-at-object,200,8,900,32,868,457,32,425,443,16,16,0.5078
severe,reset-at-object,500,8,900,32,868,572,32,540,328,13,19,0.6356
severe,reset-at-object,1000,9,900,32,868,620,32,588,280,11,21,0.6889
severe,reset-at-object,100,9,900,32,868,312,32,280,588,21,11,0.3467
severe,reset-at-object,200,9,900,32,868,457,32,425,443,16,16,0.5078
severe,reset-at-object,500,9,900,32,868,594,32,562,306,12,20,0.6600
severe,reset-at-object,1000,10,900,32,868,622,32,590,278,12,20,0.6911
severe,reset-at-object,100,10,900,32,868,312,31,281,588,21,11,0.3467
severe,reset-at-object,200,10,900,32,868,497,32,465,403,15,17,0.5522
severe,reset-at-object,500,10,900,32,868,594,32,562,306,12,20,0.6600
severe,reset-stream,1000,1,900,32,868,624,30,594,274,11,21,0.6933
severe,reset-stream,100,1,900,32,868,331,22,309,558,20,12,0.3678
severe,reset-stream,200,1,900,32,868,496,24,472,392,15,17,0.5511
severe,reset-stream,500,1,900,32,868,567,26,541,327,12,20,0.6300
severe,reset-stream,1000,2,900,32,868,625,27,598,270,11,21,0.6944
severe,reset-stream,100,2,900,32,868,307,23,284,584,21,11,0.3411
severe,reset-stream,200,2,900,32,868,450,25,425,443,16,16,0.5000
severe,reset-stream,500,2,900,32,868,554,26,528,340,13,19,0.6156
severe,reset-stream,1000,3,900,32,868,619,30,589,278,11,21,0.6878
severe,reset-stream,100,3,900,32,868,361,23,338,531,19,13,0.4011
severe,reset-stream,200,3,900,32,868,480,26,454,414,15,17,0.5333
severe,reset-stream,500,3,900,32,868,561,27,534,334,13,19,0.6233
severe,reset-stream,1000,4,900,32,868,616,30,586,278,12,20,0.6844
severe,reset-stream,100,4,900,32,868,363,25,338,531,19,13,0.4033
severe,reset-stream,200,4,900,32,868,480,26,454,414,15,17,0.5333
severe,reset-stream,500,4,900,32,868,568,27,541,327,12,20,0.6311
severe,reset-stream,1000,5,900,32,868,623,32,591,276,11,21,0.6922
severe,reset-stream,100,5,900,32,868,273,20,253,615,22,10,0.3033
severe,reset-stream,200,5,900,32,868,480,26,454,414,15,17,0.5333
severe,reset-stream,500,5,900,32,868,568,27,541,327,12,20,0.6311
severe,reset-stream,1000,6,900,32,868,618,28,590,275,11,21,0.6867
severe,reset-stream,100,6,900,32,868,293,17,276,591,22,10,0.3256
severe,reset-stream,200,6,900,32,868,492,26,466,402,15,17,0.5467
severe,reset-stream,500,6,900,32,868,542,30,512,356,13,19,0.6022
severe,reset-stream,1000,7,900,32,868,620,26,594,274,11,21,0.6889
severe,reset-stream,100,7,900,32,868,275,21,254,614,22,10,0.3056
severe,reset-stream,200,7,900,32,868,480,26,454,414,15,17,0.5333
severe,reset-stream,500,7,900,32,868,563,23,540,328,13,19,0.6256
severe,reset-stream,1000,8,900,32,868,625,30,595,273,10,22,0.6944
severe,reset-stream,100,8,900,32,868,302,22,280,589,21,11,0.3356
severe,reset-stream,200,8,900,32,868,478,24,454,414,15,17,0.5311
severe,reset-stream,500,8,900,32,868,588,25,563,306,13,19,0.6533
severe,reset-stream,1000,9,900,32,868,624,31,593,275,11,21,0.6933
severe,reset-stream,100,9,900,32,868,305,25,280,589,21,11,0.3389
severe,reset-stream,200,9,900,32,868,420,24,396,471,17,15,0.4667
severe,reset-stream,500,9,900,32,868,591,29,562,306,12,20,0.6567
severe,reset-stream,1000,10,900,32,868,629,29,600,267,11,21,0.6989
severe,reset-stream,100,10,900,32,868,273,21,252,616,22,10,0.3033
severe,reset-stream,200,10,900,32,868,419,23,396,472,17,15,0.4656
severe,reset-stream,500,10,900,32,868,561,28,533,335,13,19,0.6233
